"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","APC-Cy7-A","AmCyan-A","FITC-A","PE-A","PE-Cy7-A","Pacific Blue-A","PerCP-Cy5-5-A","Time"
104795,67314,102027,21882.1,16786,85432.3,133.4,66.7,1929,12534.6,2957.76,9229.74,428.25,1423.5,526.6
193889,113656,111800,38010.2,27352,91073.2,1266.72,347.42,3653.25,28546.4,6309.42,22251.8,804,15923.7,526.7
130306,78064,109394,26992.7,19956,88644.6,260.42,266.22,2895,26229.8,4878.9,10473.1,604.5,3664.44,526.8
143655,75362,124925,29359.2,21174,90870.2,842.74,222.14,7251,97337.8,14823.9,12529.9,771.75,7153.38,527.5
94542.4,50559,122549,41035,24959,107748,1331.1,501.12,3667.5,28204.8,6479.46,26752.4,810,11656.3,528.2
187083,104891,116890,39374.4,26719,96577,428.04,187.92,3675.75,24299.3,5631.6,14875.4,944.25,3230.76,528.3
113244,54182,136974,49344.4,28626,112968,3083.28,833.46,6369,64243.1,12265.5,41899.3,940.5,31594.7,528.5
120654,66524,118862,20103.7,15160,86907.5,1216.26,253.46,4191,49981.6,8497.32,4524.78,634.5,9380.28,529
84296.9,52237,105758,32315.4,21497,98517.1,687.88,302.76,4946.25,40424.3,8579.22,28376.4,1011.75,3304.86,529.1
129475,70258,120773,30911.4,21910,92460.5,1300.36,618.28,2859.75,20683.3,4867.2,24921.8,663.75,15687.4,529.8
84454.6,40431,136895,40291.7,21759,121355,814.32,346.84,3061.5,12838,4411.68,26833.6,860.25,5365.62,531
134574,69340,127191,27838.2,19788,92197.5,812.58,168.78,3582.75,36049.3,6711.12,13860.6,618,6658.86,531.3
47828.5,24894,125913,23390.6,15246,100546,640.32,233.74,2270.25,19668.5,4051.32,13831.7,417,5662.8,531.5
85849.3,44346,126871,27837.4,19310,94477.1,970.92,319.58,3433.5,36357.4,6360.9,13882.4,625.5,9131.46,531.6
93908.7,43818,140454,54363.7,31434,113342,1380.4,650.18,6248.25,69975.4,12638.3,39955.5,853.5,14805.2,532
52829.9,29917,115729,21175.4,15657,88634.7,387.44,92.22,1215,8133.06,1718.34,4392.96,330.75,2420.34,532.9
90663,50198,118365,24822.7,17302,94022.8,59.16,197.78,2129.25,16961.9,3530.28,8948.16,435.75,1262.04,533.9
87898.8,61739,93304.7,14718.6,12011,80309.6,548.68,186.18,1254.75,13269.4,2586.48,12379.4,162.75,4056,534.1
152505,83799,119268,51189.1,33299,100746,1922.12,380.48,6336,68353,12113.4,16770,1035.75,18840.9,534.6
84449.2,50235,110171,17130.4,12767,87934.2,709.92,124.7,2478,26635.4,4612.92,7674.42,377.25,4695.6,534.8
130123,77024,110715,22325.9,16608,88099.3,789.96,220.98,3848.25,54230.3,8218.08,7856.94,454.5,9469.2,535.3
75312.7,40306,122456,35908.1,23234,101286,767.34,136.88,3762,28891.2,5748.6,9356.1,821.25,7953.66,535.5
116036,58382,130255,38895.5,26046,97867.4,1183.78,336.4,6262.5,70402.8,12182.8,21414.9,891.75,13565.8,535.7
145878,88795,107667,39566.3,28639,90541.4,2373.94,520.26,3720,39461,7021.56,16692.8,636.75,27644,535.9
164970,91015,118788,25276.7,18919,87559.2,668.74,272.6,4941.75,50381,9168.9,10633.7,918.75,3513.9,538.9
90031.3,63419,93036.7,35797.3,23791,98609.3,1240.62,346.84,3047.25,16396.4,4516.2,15016.6,731.25,9799.92,539.2
94355.4,58697,105349,18895.5,14697,84257.7,74.24,42.92,1786.5,11447.3,2754.18,8083.14,480.75,1595.88,539.5
127444,74419,112231,29525.3,22807,84841.2,455.3,143.84,3252.75,29141.6,5987.28,11537,627.75,2206.62,540.1
93061.4,70455,86564.1,15298.9,12727,78779.8,367.14,169.36,2345.25,23156.6,4589.52,12802.1,489,1440.66,540.1
55629.4,30910,117947,21046.7,15322,90022.1,324.22,206.48,2709.75,28603.4,4928.82,9208.68,446.25,4562.22,541.1
89964.7,46003,128164,56475.1,34259,108034,637.42,307.4,3602.25,20878.3,5460,18720.8,922.5,3120.78,541.9
123059,78298,103001,26360.9,20702,83450.2,549.26,126.44,1926,13976.8,3153.54,11127.5,412.5,4124.64,542.2
164746,89775,120265,27745.4,20379,89225.2,697.16,102.08,4631.25,48846.7,8785.92,6808.62,750,2861.04,543
117841,62095,124371,40098.2,22235,118187,1561.36,465.16,8370.75,116832,18453.2,30837.3,810,16811.3,543.2
80083.6,43118,121721,27289.9,18318,97634.5,423.98,164.14,2889,8714.94,3183.18,5782.14,973.5,2658.24,543.4
162969,95302,112068,25733,19138,88119.8,321.9,215.76,2574.75,18535.9,4247.1,13978.4,563.25,2015.52,544
91007.1,48614,122686,27936.5,19522,93783.7,1006.3,387.44,3344.25,32036.9,6324.24,22236.2,533.25,10428.6,544.1
76459.9,49063,102131,14318.5,11475,81775.6,159.5,132.24,2072.25,22668.4,4034.94,11352.1,303,1129.44,544.4
70983.8,39035,119175,21550.6,14955,94439.4,651.92,146.16,3267.75,38135.8,6142.5,5399.16,479.25,9288.24,545
63083.6,40223,102783,35603.1,21391,109078,401.94,56.84,2953.5,7288.32,2894.58,1939.86,957,2485.08,545.5
105742,59711,116058,22790.8,17071,87494.5,877.54,226.2,3083.25,32379.4,5730.66,7601.1,542.25,10188.4,547.2
112943,58522,126479,36674,23226,103482,643.8,525.48,4508.25,49633,9169.68,42202.7,672,8047.26,547.7
117813,65151,118509,27480.2,19695,91441.5,818.38,200.68,2609.25,22640.3,4489.68,7363.98,483.75,7504.38,548.5
83814.1,49858,110170,21823.6,17042,83924,376.42,91.06,2446.5,25106.6,4396.08,2598.18,495.75,2935.14,549.1
72076.6,46574,101422,23119.2,16090,94166.6,348,172.84,1533.75,8399.82,2082.6,5505.24,448.5,4488.9,549.1
89246.6,56619,103302,16993.9,13359,83367.7,12.76,125.28,1194,11908.3,2229.24,5919.42,270,814.32,549.8
110270,60327,119792,33382.4,23735,92174.1,306.82,84.1,4433.25,57819.8,9273.42,8265.66,655.5,2269.02,550.2
92729.6,46191,131565,29996.5,19647,100058,649.6,182.12,2879.25,20878.3,4318.08,10671.2,657.75,4970.94,550.4
140928,85478,108050,30816.2,22566,89496.3,769.66,124.7,4886.25,60796.3,10388.8,14611.7,741.75,4009.98,550.6
129851,68447,124329,32527.6,23423,91010,474.44,140.94,2854.5,18251.2,4097.34,9916.14,687.75,2451.54,551
156818,86743,118479,33886.3,23747,93518.1,477.92,98.6,3604.5,34770.8,6271.2,7309.38,709.5,4290,551.3
113920,68492,109004,25961.5,19944,85309.6,707.02,189.66,2433.75,23726.8,4481.1,7710.3,512.25,5340.66,551.8
155529,85386,119373,28448.9,20842,89455.4,722.68,236.64,4574.25,59772.2,9608.82,10613.5,633.75,5658.12,551.9
42952.2,25874,108793,17152.2,12674,88692.3,573.62,59.16,1444.5,11118.1,2257.32,6096.48,327,4228.38,552
65264.4,44418,96293.5,12436.3,10082,80839.8,755.74,229.1,1287.75,12363,2288.52,5140.98,234,7456.02,552.8
177995,98395,118553,30624.4,22459,89362.8,1634.44,342.2,3108.75,22628.6,4872.66,13111.8,710.25,17106.2,553.8
87034.6,56608,100761,17105.4,12480,89825.3,554.48,190.82,1930.5,21819.7,3934.32,13129,309,7213.44,553.8
89891.2,48141,122372,37072.6,22729,106894,417.6,22.04,2667.75,20916.5,4355.52,6119.88,601.5,2095.86,554.8
78697.1,45304,113842,25055.2,17164,95666.2,803.3,244.18,2712,18555.4,4534.14,17709.1,649.5,4220.58,555.4
130046,84583,100761,22541.2,16167,91375.1,5414.88,1132.16,3146.25,11021.4,2827.5,27248.5,9654,69330.3,555.9
85584.8,40794,137493,35401.1,20794,111573,436.16,220.4,3570.75,26408.5,5599.62,16327,802.5,2594.28,559
147034,80933,119062,42208.9,27653,100033,618.86,174.58,6350.25,78520.3,12945.7,11894.2,826.5,4807.92,560.4
118114,67883,114030,25243.1,17967,92076.3,1085.76,367.72,3492.75,38189.6,6767.28,20448.5,587.25,8711.04,560.4
94180,54594,113056,19820.6,15762,82411,162.4,80.62,3015,39389.2,6456.06,8994.96,435,1304.16,560.7
82936.2,47268,114989,25015.4,18932,86594.6,1208.14,246.5,2132.25,13274,3109.86,6955.26,546,8065.2,561.1
174477,93319,122532,53998.6,36167,97847.6,1070.1,261.58,4026,20422.7,5470.92,8764.08,953.25,9384.96,561.2
96847,47006,135025,46282.9,29326,103430,764.44,223.88,4362.75,25272,5967.78,12612.6,1020.75,6258.72,561.3
48690,30757,103747,25254.1,16625,99551.9,735.44,158.34,1637.25,8411.52,2435.16,9523.02,452.25,5614.44,561.8
81748.2,46034,116380,21822.1,16422,87086.3,216.92,208.22,2212.5,15541.5,3549.78,8952.06,511.5,1768.26,562.2
56533.2,34355,107843,12489.4,9859,83020.9,604.94,123.54,1926.75,15412,3094.26,5365.62,386.25,4369.56,562.5
141133,77488,119364,33100.1,22432,96703.2,397.3,190.24,4221,50130.6,8633.82,20213.7,678,2641.86,563.4
114580,64642,116165,24939.7,17366,94117.8,1247,519.68,4024.5,42641,8110.44,25820.3,569.25,9710.22,563.5
64457.2,41122,102725,15332.5,12086,83139.8,390.34,70.18,1486.5,14689.7,2391.48,3658.98,232.5,3175.38,563.8
86019.3,42047,134073,37221.6,24655,98939.5,1854.26,449.5,4051.5,40953.1,7381.92,16401.1,714,19039.8,564.9
108113,63523,111539,28772.6,20679,91186.4,987.16,218.08,3033.75,27048.8,5166.72,9962.94,684,7852.26,566
118323,76286,101649,17418.2,13966,81735.5,751.1,288.26,2296.5,26861.6,4616.82,10304.6,321,10001.9,566.6
105206,68700,100361,13057.2,10444,81933.8,180.96,155.44,2973,43831.3,6721.26,10136.9,296.25,2318.16,567.7
47294.7,27502,112701,23729.2,18174,85568.1,1037.04,141.52,2784,8253.18,3310.32,9102.6,889.5,7814.82,569.1
109605,64815,110824,25143.3,18287,90107.3,1820.04,425.72,4468.5,58871.3,9539.4,19190.3,492.75,20490.6,570.9
75821.4,51404,96666.2,10169.6,8348,79836.8,331.18,76.56,1307.25,14736.5,2439.06,3939.78,216.75,3579.42,571.2
107924,61540,114932,24726.8,18256,88765,468.06,166.46,2667,27310.1,5165.94,4109.82,511.5,3700.32,571.8
160515,86051,122248,39816.7,27335,95460.9,3477.1,870.58,5918.25,68981.6,12405.1,37713.8,861,31663.3,571.8
89760.7,55387,106208,24569.2,18207,88436.8,335.24,156.6,2193,18917.3,4077.84,14720.9,449.25,3421.86,571.9
45103.7,34234,86344.5,6804.72,5818,76650.8,169.94,58.58,1200,15792.7,2343.12,2070.9,152.25,1282.32,572.1
115028,60627,124342,38050,25187,99005.1,468.64,179.22,4917.75,41050.6,7963.02,14878.5,951,3281.46,573.8
97983.2,64947,98871.8,17474.3,14083,81317.8,262.74,9.28,1810.5,17896.3,3188.64,2814.24,297.75,2896.14,574.4
72677,41496,114781,24083.3,17736,88989.7,495.32,198.94,2296.5,13665.6,3320.46,11504.2,517.5,4027.92,575.8
82521.4,42663,126764,46501.3,27959,108999,1612.4,425.14,5101.5,47207.9,9240.66,17449.4,1034.25,16564.1,576
171331,92959,120788,28367,19675,94488.6,916.98,204.74,6022.5,78924.3,12861.4,12768.6,725.25,9660.3,576.4
66841.3,37510,116782,36211.5,23990,98922.8,506.92,194.3,4495.5,28358.5,6416.28,7637.76,1234.5,2953.86,577.4
48254.2,26373,119910,21767.5,15713,90788,505.18,292.32,2792.25,18610.8,4150.38,19046.8,717.75,2708.94,579.4
88453.7,47014,123302,34130.5,22786,98164.4,1165.8,276.66,2972.25,21790.9,4914.78,14835.6,716.25,8393.58,579.6
133835,74677,117453,35693.6,23605,99098.3,574.2,206.48,3043.5,14710,4297.8,19545.2,858.75,2458.56,581.5
97102,47235,134724,37117.1,23107,105271,466.32,183.86,3954,40488.2,7508.28,15640.6,803.25,2535.78,581.5
89911.6,55740,105713,27633.1,18664,97029.6,400.78,332.34,3285,24946.7,5451.42,14858.2,770.25,3619.2,582.2
64362,40359,104513,33423,22983,95305.6,1735.36,301.02,2281.5,13492.4,2935.14,13008.8,533.25,17779.3,583.1
83293.2,49602,110050,16985.3,13746,80979.7,353.8,58,1510.5,3492.84,1630.2,1806.48,530.25,2723.76,583.1
93581.6,52114,117684,26739.2,17686,99082.8,723.26,261.58,2457,16941.6,4147.26,13628.2,546,6747.78,583.5
46369.9,28048,108346,19471.9,14688,86881.3,117.16,73.08,1100.25,4656.6,1473.42,4119.96,288,1547.52,583.9
126619,80746,102768,19209.1,15054,83624.6,198.36,128.18,2505.75,28122.9,5270.46,12306.1,378,1243.32,584.1
82341.9,52120,103537,20999.9,15736,87458.8,599.72,142.1,1723.5,15625,3102.84,11264,341.25,5511.48,584.5
87932.8,52623,109510,25584,17787,94264,478.5,187.92,2907.75,17102.3,4411.68,14557.9,761.25,2393.04,584.5
87159.7,41785,136702,52937,30617,113312,707.6,202.42,5259,48019.1,9256.26,15422.9,968.25,8392.02,584.9
130105,74075,115107,25314.1,17951,92417.5,284.2,208.22,3136.5,25976.3,5682.3,12623.5,618.75,2696.46,585
75258.3,42036,117331,19753.5,14483,89385.2,591.6,162.4,2184,23108.3,4265.82,8367.06,417,5992.74,585.4
74540.2,37518,130206,28952.8,19038,99666.6,1237.72,262.74,2215.5,15251.3,3396.9,8625.24,486,9286.68,585.6
56275.4,32162,114672,21278.4,14966,93177.9,214.6,89.32,3090,31203.1,5139.42,4716.66,610.5,2894.58,585.9
74836.7,51698,94868.3,14427.7,11634,81273.1,219.24,45.82,1557.75,11239,2301.78,5581.68,280.5,1874.34,586.1
74752.4,46228,105974,17932.2,11444,102692,400.2,75.4,4292.25,30884.9,6436.56,7371.78,831.75,3366.48,586.5
90690.2,54260,109537,22104.4,16612,87204.1,209.38,52.78,2096.25,13293.5,3287.7,6687.72,562.5,1577.16,587.5
145258,81538,116751,24300.9,18162,87687.7,691.36,92.22,3219,36855,6544.2,10071.4,513,6806.28,587.7
72730.8,43110,110566,23195.6,15234,99786.6,429.78,37.12,1965,4821.18,1989,2075.58,605.25,1636.44,588.5
58717.3,35829,107402,22627,16197,91553,1073,155.44,1866,17056.3,3426.54,10303.8,386.25,12292,588.6
79243.1,48134,107892,28193.9,19494,94783.7,378.74,236.06,2052,9213.36,2921.1,15758.3,497.25,1842.36,588.6
82202.5,42116,127914,33479.2,23744,92406.1,1796.26,294.64,2283.75,10182.1,3063.06,19010.2,577.5,13282.6,589.5
94939.6,67466,92223.6,18092.9,14202,83490.7,303.92,103.24,2100.75,13591.5,3043.56,3999.84,585,1935.96,589.6
87575.2,48494,118351,28986.4,20970,90588.9,470.38,175.74,3117,24320.4,5410.08,13705.4,756.75,2687.88,591.3
86021.4,46167,122111,23885.2,16755,93425.1,293.48,57.42,2487.75,14049.4,3144.96,7338.24,595.5,1895.4,591.7
76379,42171,118697,44597.3,28495,102570,457.62,217.5,4812.75,34744.3,7128.42,16632.7,852,2556.06,592.5
76790.4,54026,93150.2,10778,8794,80321.8,231.42,65.54,1547.25,19133.4,2994.42,3654.3,208.5,2269.02,593.7
122507,84220,95329.5,14947.9,12040,81364.4,523.74,71.92,1548,10934,2382.12,7056.66,371.25,3268.2,593.7
99221.5,48435,134254,38485.2,25095,100505,234.32,104.4,3201,34744.3,6126.12,12152.4,530.25,1709.76,595.1
105563,53424,129495,37333.1,26244,93227.6,882.76,267.38,3423.75,9173.58,4356.3,13454.2,873.75,3856.32,595.4
117422,64339,119606,29246.9,21059,91016.8,1031.82,257.52,2700.75,15564.9,4102.8,13394.2,666.75,11540.1,595.6
102972,67743,99617.7,33586.8,19739,111512,926.26,201.84,2467.5,10914.5,3383.64,9460.62,759.75,5311.02,596.3
59835.2,38115,102882,16656.1,13175,82852,309.14,247.66,1607.25,14938.6,3166.02,15571.9,242.25,5874.96,596.7
128860,73297,115216,32339.6,22837,92805.8,339.88,184.44,3136.5,26878,5573.1,13572,552.75,1923.48,597.4
113089,67522,109763,23371.1,17570,87174.2,437.32,216.34,5041.5,68897.4,10943.4,14408.2,671.25,3829.02,597.7
133477,74467,117468,26746.2,20547,85308.8,722.1,149.64,4956,62688.6,10537.8,10296,670.5,7753.98,597.7
96547.8,52943,119513,24027.1,17115,92003.6,390.92,267.96,4276.5,52473.7,8998.08,15538.4,624,4657.38,598.1
89114.7,48615,120132,26385.8,18471,93618.2,843.32,256.36,3226.5,31841.2,5912.4,8251.62,597.75,8015.28,598.1
142715,87463,106936,26768.8,19619,89419.5,1801.48,316.1,3374.25,32736.6,6416.28,15830.1,595.5,17142.8,598.8
96952.4,54698,116163,27079.3,20302,87413.4,407.16,239.54,2583.75,26738.4,5058.3,16281.7,481.5,4226.82,599
90425.7,51273,115580,33311.5,21929,99553.1,462.84,118.32,3204.75,26116,5229.9,10759.3,768.75,2459.34,599.7
61687.6,47512,85089.2,21726.1,15128,94119.7,146.16,162.4,1284.75,6037.98,1735.5,7906.08,381.75,1155.18,600.2
48232.4,26189,120698,22577.1,16505,89646.3,378.16,209.96,1664.25,14000.2,2884.44,11539.3,336.75,2783.82,601.9
84211.9,47602,115939,22965.5,17090,88067.3,456.46,128.18,2154.75,14118.8,3325.92,8258.64,604.5,2445.3,602.3
101345,55443,119794,28938,19047,99568.5,573.04,207.64,3342,32092.3,5687.76,9344.4,665.25,5403.84,603
99116.1,48817,133062,26566,18897,92132.7,1206.4,408.9,4907.25,62669.9,9962.16,10225,629.25,13436.3,603.6
84060.2,45048,122291,21480.4,15068,93425.9,485.46,175.16,1755.75,8895.12,2435.94,13891,497.25,2396.94,603.8
97983.9,52811,121594,38557.7,26299,96084.3,1310.8,218.66,3648.75,27051.2,5599.62,11026.9,702.75,11962.9,605.4
106428,54958,126913,35952.5,23706,99392,450.66,338.14,5342.25,44707.3,8378.76,23562.2,743.25,3774.42,605.5
88886.2,63719,91420.9,15932.3,13299,78512.5,535.92,57.42,1434,14518.9,2792.4,5778.24,273,4711.98,606.1
149082,79467,122947,48379.5,30939,102479,480.24,196.04,5318.25,44529.4,8880.3,13729.6,1255.5,4118.4,606.9
54778.1,27834,128977,24017.8,16922,93016.7,570.72,127.02,2080.5,9934.08,2728.44,12675.8,571.5,1687.14,607.1
82491.5,49989,108147,20264.4,15537,85476.4,820.7,176.9,3012.75,40819.7,6248.58,9225.84,404.25,9073.74,608
148757,78080,124858,34438.6,23584,95699,1189,236.64,3375,18121.7,4601.22,11613.4,873,10107.2,608.4
134072,81326,108041,46064.5,28318,106606,296.96,82.94,3838.5,30336.5,5997.42,5574.66,780,2465.58,608.6
126243,65318,126664,47842.1,29698,105575,1444.78,2215.02,3477.75,24076.3,5066.1,10111.9,837.75,2367.3,608.8
56335.3,32042,115223,24411.7,17050,93832.4,621.76,139.2,3407.25,26143.3,5499.78,7245.42,733.5,4990.44,609.5
63279.4,40883,101438,18660.7,14599,83769.4,152.54,132.82,1273.5,9683.7,2179.32,8428.68,339,2276.04,610.7
120455,77666,101642,22851.7,17618,85004.3,498.8,131.66,2461.5,4527.9,2860.26,3828.24,651,3161.34,610.9
140882,82463,111963,19408,15215,83596.4,303.92,111.94,5367,84012.2,12528.4,4940.52,445.5,3153.54,612.3
87907,44262,130158,29228.2,19394,98767.5,1221.48,313.2,4127.25,49636.1,8257.86,11173.5,613.5,14160.1,613.6
84328.2,55807,99029.4,19222.3,14815,85032.3,750.52,174,3720,52250.6,7837.44,7875.66,438,7679.1,613.8
139333,84022,108678,29042.5,20802,91497.5,531.86,288.84,4283.25,49877.9,8327.28,10839.7,723.75,5360.16,614.1
72216.7,35130,134722,30621.2,20526,97768.4,517.36,180.96,3732,34305.2,6531.72,18199,688.5,4506.06,614.1
106321,56370,123609,29986.3,20466,96021.9,963.38,203.58,4639.5,61916.4,10254.7,12409,614.25,10231.3,615.6
85391,51124,109463,17553.9,13360,86108.7,545.2,99.76,1720.5,17390.9,3219.06,5000.58,301.5,5442.06,616.3
151433,80318,123563,29187.6,21178,90322,826.5,178.64,7734.75,115930,17899.4,5712.72,744,8670.48,616.3
128055,69075,121494,52820.8,31079,111383,497.06,194.3,3360,22811.1,5009.16,11771,758.25,2630.94,616.8
99951.2,60779,107774,21750.3,16287,87519.3,224.46,123.54,1965,14284.1,3077.88,9967.62,461.25,1651.26,617.1
187158,114963,106691,33330.2,25203,86669.3,655.98,287.68,3999.75,46026.2,7972.38,17861.2,600.75,5694,617.9
97950.6,57521,111599,22254.2,17109,85244.6,733.12,104.4,3582,47051.9,7745.4,3783.78,484.5,4236.96,618.8
47636,40302,77462,6633.9,5674,76623.1,277.24,41.76,785.25,7035.6,1372.02,4463.16,159,273.78,619.1
153697,86746,116117,38973.5,27434,93102.2,1466.82,229.1,4456.5,42332.2,7951.32,12037,840.75,12475.3,619.3
96015.3,49599,126867,28243,19823,93373.1,590.44,143.84,4477.5,55770,9001.2,4861.74,572.25,4078.62,619.7
67399.6,44673,98876.2,14896.4,12197,80040.4,175.74,78.88,1809.75,16815.2,2928.9,3162.12,409.5,1003.08,620.7
95070.8,63275,98468,15262.3,12155,82289.4,1024.86,124.7,1846.5,19061.6,3333.72,7925.58,333.75,9993.36,621.7
60845.7,40245,99082.8,19180.2,13717,91637.6,481.98,146.16,1706.25,4397.64,2096.64,6871.02,564,1754.22,622.1
93141,54314,112385,31814.6,23438,88958.3,1012.68,268.54,3657.75,47814,7390.5,10955.9,450,7840.56,623.3
92308.6,48987,123493,27726.7,19563,92884.2,1892.54,330.02,3060,22655.1,5041.14,17454.1,735.75,18237.2,623.4
91558.6,54586,109925,33931.6,21166,105062,451.82,399.04,4361.25,40355.6,8484.84,30954.3,745.5,4502.16,623.8
169190,92039,120471,53151.5,35123,99175.4,969.18,188.5,9990.75,137915,21710.5,5087.94,1229.25,6961.5,624
52713.6,44551,77543.5,6485.7,5591,76023.4,349.74,117.16,1071,13114.1,2344.68,5615.22,169.5,4454.58,624.8
101883,49115,135946,29498,21119,91537.6,680.34,109.04,2461.5,19479.7,3907.02,7529.34,563.25,5335.2,625.6
147578,81661,118437,38308.1,26781,93744.2,751.68,148.48,4205.25,39595.9,7168.2,6886.62,825.75,8102.64,627
125812,77681,106142,18789.4,14513,84846.9,528.96,120.64,2193.75,20153.6,3736.98,9783.54,433.5,4137.9,627.4
113580,62183,119704,54332.5,31443,113244,1572.96,283.62,5457,50938.7,9245.34,10717.2,1073.25,10640,628.6
104827,61635,111462,21475,16291,86390.2,391.5,81.78,3676.5,48565.9,7702.5,5932.68,510.75,1676.22,628.6
87499.7,58734,97633,17060.9,13530,82639,237.8,92.8,1166.25,6591,1538.94,4436.64,304.5,2100.54,628.7
198248,115115,112864,54249.8,29867,119038,1017.32,287.68,5034,37902.5,8289.84,15344.9,1228.5,11715.6,629.2
98854.3,59033,109744,25240,19625,84286.9,271.44,143.26,2089.5,14057.2,2964.78,5867.94,475.5,1592.76,629.3
185769,100150,121563,47859.2,31142,100716,625.82,138.04,3727.5,21029.6,5221.32,9601.02,932.25,2787.72,629.5
68077.5,40951,108948,14045.5,10679,86195.6,817.8,267.38,1586.25,15096.9,2914.08,10530,302.25,9518.34,629.5
44782.1,28958,101348,17076.5,11982,93400.8,151.96,176.9,1704,9657.18,2289.3,12148.5,382.5,2074.02,629.5
116839,65030,117748,32902,24854,86757.2,566.66,331.76,3705,40077.2,6965.4,13736.6,555,6330.48,629.7
88996.4,51695,112825,51100.1,27503,121765,941.34,345.68,4647.75,30395,6599.58,19170.8,1007.25,10275.7,631.3
94526.8,46892,132110,42079.4,26556,103845,788.8,209.38,3468,15471.3,4748.64,13806.8,937.5,3927.3,631.6
101801,53418,124895,31864.6,23694,88135.2,1006.3,281.3,4502.25,54561,9020.7,12294.4,644.25,11273.3,632.1
119165,60387,129326,38554.6,25127,100558,628.14,243.6,7980.75,109078,16964.2,11880.2,971.25,5147.22,632.2
101969,57475,116270,25658.1,18487,90957.4,1404.76,233.16,3795.75,43037.3,7521.54,13559.5,561,13034.6,633.3
82426.9,50356,107275,22888.3,17200,87209.8,474.44,129.34,2422.5,25267.3,4826.64,10863.1,420.75,6406.14,633.8
102679,63771,105520,16181.1,12587,84249.2,175.74,20.88,3815.25,52869.2,8128.38,2538.12,388.5,1395.42,635
138363,72836,124496,47036.3,28448,108358,616.54,215.76,4680,45424.9,8519.94,17917.4,763.5,2954.64,635.1
74175.1,40289,120657,21309.6,15713,88878.4,606.68,233.16,2402.25,26020,4736.94,16341.8,372,6054.36,636.2
97994.1,57987,110751,36444.7,23923,99838.7,185.6,95.7,2576.25,20312,4020.12,7951.32,598.5,1836.12,636.3
101136,58035,114208,20394.7,16163,82694.1,484.88,63.8,2577.75,31611.1,5324.28,3272.1,414.75,4307.16,636.8
100471,69571,94643.6,20680.9,15383,88106.7,719.78,140.94,1209,7917.78,2075.58,14509.6,290.25,7530.12,639.3
