"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A","APC-Cy7-A","AmCyan-A","FITC-A","PE-A","PE-Cy7-A","Pacific Blue-A","PerCP-Cy5-5-A","Time"
154197,92755,108948,43513.1,28963,98459.2,957,319.58,5818.5,72964.3,12337.3,21497.6,885.75,6277.44,1186.5
138847,69666,130616,51902.8,31158,109169,577.68,203.58,7179,81285.4,13717.9,11444.9,1247.25,4212,1189
136112,71838,124172,32561.1,19978,106814,972.66,193.72,8595.75,128847,19641.2,9813.18,877.5,7276.62,1190.1
96103,51811,121561,31020.6,20103,101127,1039.36,177.48,2155.5,11798.3,2880.54,7125.3,594.75,7958.34,1191.5
54613.5,32522,110053,17035.2,13738,81265,537.08,161.82,1451.25,13000.3,2619.24,7435.74,300,4490.46,1191.9
93343.6,55088,111047,26128.4,19536,87651.2,658.88,105.56,1772.25,12571.3,2563.86,6024.72,478.5,6972.42,1193.2
141652,74682,124305,30579.1,22094,90704.9,660.62,167.04,4280.25,45172.9,8097.96,10733.6,773.25,5851.56,1194.4
61711.4,37110,108982,22932.8,16790,89513,851.44,167.62,2522.25,29050.3,4800.9,7273.5,393,9778.86,1194.4
43886.5,24774,116095,27482.5,16818,107093,469.8,178.06,3194.25,28968.4,5032.56,11013.6,504,5414.76,1195.9
140774,73561,125416,33614.9,23101,95363.2,404.84,196.04,3441,28666.6,5642.52,14135.2,663,2417.22,1195.9
116265,64534,118070,24567.7,18278,88087.7,849.7,304.5,2936.25,32996.3,5914.74,9352.2,528.75,10613.5,1196
82586,46808,115629,25104.3,17932,91748.6,649.6,193.14,2799.75,27704,4936.62,7879.56,450,5403.06,1196.2
132573,73326,118489,46137,29322,103118,2806.04,599.14,5989.5,56389.3,10839.7,30500.3,1050.75,22322.8,1196.6
97546.7,51179,124911,24771.2,17871,90840.4,879.86,237.22,2799.75,28275,5230.68,5659.68,521.25,7587.06,1197
61257.8,35045,114555,22379,16565,88537.8,607.84,138.62,1792.5,3790.8,1808.82,5406.96,605.25,4729.14,1197.8
101586,54766,121563,23021.7,17946,84071.7,510.4,116.58,4155.75,58462.6,8820.24,5220.54,437.25,5028.66,1198.7
133805,81579,107491,30281.9,22319,88917.8,694.26,111.94,2467.5,15627.3,3410.94,5693.22,588,7512.18,1198.7
127524,69538,120185,43471,27094,105149,552.16,171.68,4743.75,52364.5,9046.44,10290.5,821.25,3447.6,1199.4
43188.2,18431,153566,43002.2,24463,115202,2020.72,368.3,4743,49150.9,8942.7,18045.3,888,18674.8,1199.8
124713,61166,133624,45974.8,30878,97577.6,2021.88,415.28,5655.75,65969.3,10991,13967.5,844.5,17996.2,1200
115007,60114,125380,31208.6,21554,94891.2,437.32,263.9,3251.25,26214.2,5803.2,14009.6,760.5,3272.88,1201.3
83007.6,42771,127189,24848.5,15831,102866,383.38,187.34,2469,15939.3,3883.62,12081.4,552,2087.28,1201.7
93266.8,48578,125825,24441.3,16898,94791.4,1353.14,472.12,4116,41575.6,7378.8,18065.6,707.25,14509.6,1202.1
89329.6,51840,112930,23838.4,17508,89231.8,193.72,77.72,1566,11586.1,2510.04,6208.8,337.5,1217.58,1203.1
82598.2,44243,122351,29370.9,20327,94694.3,984.84,240.12,4011,43885.9,7644,12059.6,649.5,10288.2,1203.3
157958,84333,122751,43227.6,30589,92613.8,2208.64,465.16,9106.5,134003,21072.5,23871.1,856.5,19138.9,1204.3
99259.6,56686,114756,20586.5,15438,87392.1,483.72,140.94,3515.25,30645.4,5875.74,6726.72,661.5,3946.02,1204.4
99428.9,72606,89747,14326.3,11626,80757.4,720.94,166.46,1462.5,6579.3,2052.18,8433.36,437.25,3840.72,1204.7
148067,77550,125128,36899.5,25418,95139,626.4,483.14,6540.75,82075.5,13923,30215.6,825,3766.62,1207.5
92114.2,64879,93047,14427.7,11547,81885.4,148.48,100.34,1284.75,10227.4,2327.52,7055.1,270,1342.38,1207.5
56855.5,42572,87524.2,17551.6,15724,73153.1,232.58,67.86,1554.75,12664.9,2429.7,2835.3,514.5,1325.22,1210.2
136937,81419,110224,20563.1,15423,87377.7,453.56,82.36,3588.75,43167.5,7743.84,9976.98,503.25,5083.26,1210.6
75762.9,46775,106151,14174.9,10519,88313.4,988.9,326.54,2006.25,4343.04,2255.76,9462.96,616.5,6446.7,1212.4
76536.7,44810,111937,24758.8,18122,89537,309.72,195.46,2271.75,16825.4,3583.32,6988.02,540.75,3294.72,1212.6
120928,70539,112351,30276.5,23295,85177,415.86,161.82,2881.5,24369.5,5153.46,12557.2,587.25,3460.86,1214
125816,71803,114834,41856.4,28507,96225.4,990.06,278.4,3054,16388.6,4531.02,18589.7,813,8514.48,1215
142198,74704,124746,41163.7,26704,101023,1568.9,393.24,8088.75,109692,17734.1,24118.4,918.75,16150.7,1215.4
107900,56020,126229,29588.5,20224,95881.8,345.68,49.3,2488.5,21896.9,4167.54,9558.12,546,1482,1216.2
112559,66212,111410,21964,16608,86671.1,681.5,115.42,3531.75,46788.3,7777.38,6992.7,448.5,4120.74,1216.3
53841.7,35394,99694,12916,10242,82646.4,702.38,225.62,1167,7681.44,1791.66,6074.64,277.5,6893.64,1216.4
104441,67607,101241,21849.4,14995,95493.1,280.14,209.38,1666.5,8533.2,2297.88,5002.92,494.25,1496.82,1217.2
46110.1,30691,98461.2,15702.2,11783,87334.1,381.06,118.32,1409.25,7573.02,2098.98,11259.3,337.5,3173.04,1217.3
53732.2,27700,127126,25253.3,16276,101683,1400.7,317.84,2244.75,15890.9,3729.96,12981.5,497.25,12211.7,1217.9
128362,79050,106418,29534.7,21562,89768.4,857.82,337.56,3406.5,7536.36,3879.72,9893.52,1001.25,4780.62,1218.1
119275,67612,115612,27681.4,19048,95239.9,341.04,128.18,3097.5,28279.7,5236.14,6222.84,614.25,1882.92,1219.1
136018,73715,120927,35150.7,25303,91042,1531.78,365.98,2663.25,15660.8,4130.1,16984.5,598.5,14061.8,1219.8
99511.9,60401,107972,24416.3,18833,84965.2,459.36,212.28,3018,17054.7,4534.92,16828.5,638.25,2336.88,1220
91385.2,58205,102895,19326.1,15113,83805.5,164.72,80.62,1515,12352.9,2662.92,7776.6,327,918.84,1220.8
92013.5,68254,88349.4,23501.4,17550,87760,976.72,243.6,3275.25,37871.3,6488.82,14540.8,513,7891.26,1222.5
107619,70493,100051,23022.5,17609,85683.5,480.24,138.62,1654.5,6964.62,2152.8,6870.24,466.5,5782.14,1224.2
177727,96349,120889,38113.1,25753,96990,541.14,277.24,5579.25,64024.7,11293.6,25947.5,808.5,3434.34,1224.3
62302.3,42074,97044.3,12973,10382,81891.3,343.36,61.48,2203.5,27969.2,4583.28,5673.72,291,3688.62,1225.6
127142,67113,124155,26456,19225,90185.9,878.12,212.86,5997,84836.7,12967.5,9926.28,675.75,7998.9,1226.2
67245.9,39252,112275,14816.9,11508,84379.5,916.98,191.98,2100,27233.7,4346.94,6106.62,292.5,9995.7,1226.7
66088.5,44075,98268.3,17373.7,13563,83949.3,49.88,167.62,954,3403.14,1236.3,4767.36,335.25,992.16,1227.4
57921.7,31597,120137,20322.1,15245,87361.8,146.16,53.36,2300.25,23407,4445.22,9873.24,413.25,1506.18,1227.5
44620.9,27115,107847,13865.3,10155,89480.5,374.1,156.6,1489.5,9511.32,2398.5,11655.5,342,925.08,1228.6
93062.8,56886,107214,17362,13974,81425.3,234.32,98.02,4432.5,66625.3,10056.5,5606.64,452.25,2667.6,1228.7
145794,76407,125051,35563.3,23971,97229.1,1386.2,361.92,5189.25,69183.7,10743.7,10752.3,745.5,15055.6,1229.5
75645.9,47327,104751,17975.1,13883,84853.1,823.02,93.96,1446,11742.1,2236.26,4364.88,351,8346,1230.1
47228,26886,115121,16066.4,11606,90722.9,597.98,139.2,1956,7159.62,2323.62,3800.94,596.25,3231.54,1230.5
81689.8,47202,113419,17527.4,14470,79383.2,560.86,87,1849.5,18129.5,3293.94,2321.28,370.5,5834.4,1230.6
61289.8,42802,93843.4,11391.1,9650,77360.5,725.58,153.12,1901.25,19833.1,3411.72,8505.12,293.25,6126.12,1230.7
124102,68047,119523,39152.9,26427,97094.8,1769.58,432.68,4386,37386.2,8024.64,32846.6,897,15995.5,1230.8
107087,59422,118105,33727.2,23614,93603.2,1825.26,414.12,2139,5343,2376.66,13247.5,614.25,20098.3,1230.9
102278,54854,122195,34603.9,25254,89799.7,635.68,171.68,3065.25,27156.5,5334.42,12199.2,632.25,5280.6,1231.9
90327.8,58826,100631,19462.6,15018,84931.3,197.2,99.18,1556.25,8978.58,2312.7,9547.98,406.5,1143.48,1232.2
50990.5,34443,97021.5,14871.5,12363,78833.4,248.82,122.38,2061,20280,3973.32,6410.82,300.75,1184.82,1232.5
57443.7,28338,132847,37074.2,22546,107766,190.82,170.52,2343.75,10880.2,2943.72,13319.3,574.5,1836.12,1232.8
95912.6,54035,116327,27147.1,18451,96423.7,339.88,51.04,4023.75,46537.1,7746.96,6671.34,594,1822.86,1235.2
97218.2,51684,123274,33466.7,22948,95575.8,156.6,70.18,1855.5,8703.24,2443.74,7709.52,477,1390.74,1235.3
82521.4,53729,100656,17791,14037,83062.8,301.6,140.94,1856.25,21734.7,3683.16,10732,263.25,3272.88,1235.6
96894.6,64659,98208.8,16458,13395,80521.9,389.76,93.96,3593.25,53328.6,8234.46,4915.56,371.25,2754.96,1236.4
136751,78690,113892,36483.7,25906,92295.1,387.44,150.8,4049.25,47753.9,7925.58,8583.9,659.25,2170.74,1237.2
67047.3,40810,107670,13788.8,10922,82738.1,272.02,70.76,1211.25,11274.1,2060.76,6128.46,253.5,3018.6,1237.3
126736,67206,123586,33163.3,23922,90853.1,567.82,251.14,2908.5,18755.9,4482.66,17216.2,692.25,2088.06,1237.4
81580.3,43453,123040,39235.6,24733,103964,381.64,112.52,3956.25,43062.2,7112.82,10276.5,681,2351.7,1237.4
111839,61870,118466,30210.2,21646,91465.1,766.76,73.08,2865.75,21863.4,4535.7,4730.7,708,6176.04,1238.3
54109.6,30923,114676,45304.7,24363,121869,1520.76,332.92,4908.75,52882.4,9119.76,13496.3,721.5,11149.3,1238.6
94790,58146,106837,20955.5,17202,79836,-24.94,179.8,1776,15885.5,3164.46,10646.2,332.25,886.08,1239.5
97067.3,61246,103866,21494.5,16826,83719.3,423.4,221.56,2030.25,15756,3393.78,6516.12,434.25,3501.42,1241.1
96899.3,50879,124814,31272.5,22159,92489.6,387.44,198.94,2880.75,22536.5,4618.38,14420.6,592.5,2252.64,1241.5
57348.5,27741,135481,30987.1,20809,97590.9,2608.84,367.72,2598.75,6099.6,3181.62,18260.6,773.25,24224.5,1241.7
98460.6,60362,106900,29124.4,21150,90245.8,306.82,104.98,3207.75,30668.8,6006.78,9334.26,624,2091.96,1242
53520.8,29818,117632,21815.8,14954,95608,341.04,77.72,2196.75,15469.7,3280.68,6065.28,510,3049.8,1242.8
114123,65662,113904,24476.4,16778,95606.5,267.96,113.68,3032.25,37216.1,6381.18,10645.4,406.5,1566.24,1243.8
93087.2,60535,100777,15410.5,12052,83798.5,234.32,37.7,1543.5,13692.9,2740.14,7764.9,352.5,812.76,1244.3
129686,74203,114539,26296.9,19167,89914.7,261,135.14,2884.5,25921,5105.88,11748.4,585,2414.1,1244.6
130854,73555,116589,48308.5,32295,98032.1,663.52,287.68,6056.25,65508.3,11467.6,21650.5,945.75,7339.8,1245.1
87412.6,53818,106445,36404.2,24730,96473.2,327.12,228.52,3439.5,25804,5382.78,14621.1,780,4368.78,1245.3
126213,66118,125102,35263.8,25526,90537,708.18,233.74,5416.5,46864,9075.3,9967.62,1290.75,4332.12,1245.9
141897,74990,124008,38182.6,25950,96429,1063.14,200.68,8022,109321,17039.1,8583.9,963,12550.2,1247
92781.9,56307,107989,21668.4,17107,83010.5,401.36,140.94,1854,12024.5,2784.6,5808.66,500.25,1606.02,1248.1
62005.8,30091,135044,35683.4,21391,109324,653.66,245.92,3135.75,17965,4790.76,20895.4,764.25,4797,1248.9
126457,74630,111048,29010.5,22610,84088.2,418.18,52.2,4857.75,53428.4,9395.1,9646.26,830.25,2719.86,1250
135755,73853,120467,35565.7,25293,92153.2,1398.96,338.14,3813,35653,6949.8,17731,708,16269.2,1251.4
88086.5,50654,113966,28152.5,20394,90468,516.2,116.58,3229.5,20797.1,4784.52,12598.6,820.5,2118.48,1251.8
64529.3,40374,104745,17670.9,14054,82402.2,342.78,148.48,2169.75,23861.8,4204.98,7038.72,337.5,3545.88,1252.4
138998,72833,125072,28475.5,20481,91117,411.22,82.36,4803,55986.1,9465.3,3501.42,803.25,2630.16,1254
180392,96989,121892,44934.2,29753,98975.2,487.78,403.68,4708.5,39970.3,8420.88,31920.7,920.25,3580.98,1255.1
90694.3,41835,142076,50142.3,25567,128530,1302.1,327.12,3156.75,11145.4,3903.12,13947.2,962.25,12927.7,1255.5
129047,70998,119119,38960.2,27222,93795.3,1521.34,419.92,4506.75,36882.3,7456.8,16194.4,908.25,17058.6,1255.6
51880.6,24872,136702,44437.4,26504,109880,2806.04,435,6348,68035.5,11419.2,16365.2,1032,30250.7,1258
88712.8,53404,108866,19276.1,14796,85379.9,381.64,118.32,2202.75,19931.3,3885.96,3393,500.25,4050.54,1259.4
105267,67702,101900,18634.2,14898,81971.5,623.5,243.6,2436,27411.5,5075.46,14444.8,415.5,6369.48,1259.6
93798.5,44762,137330,31701.5,20654,100590,897.84,448.34,3559.5,18663.1,5514.6,29144.7,865.5,6624.54,1260
130884,79004,108572,34649.9,26060,87138.1,924.52,311.46,2070.75,9509.76,3012.36,16102.3,498.75,5013.06,1260.6
90761,61022,97474.9,16057.1,12846,81917.9,599.14,86.42,2133.75,18835.4,3991.26,9611.16,478.5,3151.98,1260.7
86761.2,48927,116214,19900.9,15227,85652.2,415.86,177.48,1663.5,10019.1,2437.5,9055.02,396,5210.4,1261.9
200239,116498,112644,67546.4,37202,118992,870,391.5,7784.25,88639.2,15428.4,22977.2,1347,4308.72,1262.3
85824.2,48921,114973,32008.1,23033,91072.9,473.28,200.68,2136,10376.3,2767.44,15472.9,515.25,3603.6,1264
56608,39766,93292.3,10957.4,9350,76802.9,419.34,70.18,1434.75,15838.7,2679.3,4363.32,256.5,2397.72,1264.6
135597,77298,114964,26136.2,18550,92337.7,1759.72,459.36,3967.5,47517.6,8263.32,21537.4,648,18872.1,1268.1
72101.1,36502,129451,31989.4,21234,98731,3043.84,520.26,3058.5,30636.1,5558.28,16238.8,576,35666.3,1268.8
102835,59303,113643,46566,28403,107445,1181.46,223.3,3859.5,30680.5,6315.66,15487.7,816.75,9001.98,1269.3
119681,78340,100120,16724,13396,81817.2,428.62,101.5,2901.75,41075.6,6439.68,7483.32,276,4067.7,1270.5
57441,37236,101097,12296.7,9588,84050.5,513.88,78.88,1067.25,8585.46,1662.96,7232.16,219.75,4572.36,1270.7
70921.3,35423,131211,48364.7,28891,109710,328.28,256.94,4107.75,22354.8,5078.58,17118.7,829.5,2474.16,1271
91809.5,42155,142731,68728.9,29083,154875,1187.84,243.6,6365.25,62993.6,11218,7654.14,1252.5,7035.6,1271.8
152395,95278,104823,35538.4,26222,88820.1,4231.68,729.06,4017.75,48920,8514.48,21726.9,609,38993.8,1272.9
134390,72246,121909,29207.1,20818,91945.3,918.14,219.82,4219.5,48842.8,8284.38,7778.94,702.75,9292.14,1273.4
93708.1,49460,124166,34335.6,21392,105190,401.36,215.76,4509.75,54230.3,9279.66,21063.9,675,3315,1274
150532,87890,112245,25520.8,18610,89872.8,638.58,194.3,4814.25,54164.8,9441.12,19682.5,704.25,5459.22,1275.1
70140,48206,95355.2,12021.4,9898,79595.1,842.16,74.82,1241.25,6491.94,1721.46,4194.84,309.75,8696.22,1275.3
131360,83862,102654,25466.2,19830,84163.1,204.74,219.82,4347,60800.2,10298.3,24397.6,447,2408.64,1275.7
121353,62204,127854,27100.3,17960,98889,558.54,257.52,4645.5,59649.7,9547.2,11012.8,595.5,2725.32,1275.8
80086.3,42595,123220,21778.4,15191,93954.8,604.94,252.3,2433,24389,4734.6,15958.8,483,9622.08,1277.6
112928,75663,97813.6,23713.6,18543,83810.2,537.08,217.5,1795.5,14097.7,2864.16,7039.5,411.75,4321.2,1279.1
71995,44998,104855,17620.2,14322,80628.2,103.24,48.14,2471.25,32267.8,5038.8,2639.52,314.25,1779.96,1280
122706,72669,110662,37162.3,23773,102447,1295.14,333.5,5415,47388.9,9515.22,24902.3,1053,11203.1,1280
131513,83013,103825,23105.2,17637,85854.7,727.9,276.08,4260.75,46257.1,8097.96,10857.6,711.75,8958.3,1280.4
65706.4,35339,121852,26315.6,18559,92926.4,472.7,170.52,2661,25892.1,4685.46,11317,519,5565.3,1281.1
70386.1,36527,126285,37760.6,28175,87832.4,187.92,58.58,2255.25,19879.9,3825.9,6787.56,432,1084.2,1281.8
85958.8,50262,112081,16966.6,12914,86101.9,524.32,138.04,1705.5,16900.3,2913.3,6636.24,315.75,5248.62,1281.8
71655.7,41895,112090,18060.9,13523,87527.9,418.76,170.52,2363.25,6929.52,3017.04,13626.6,796.5,2302.56,1282.7
113329,60943,121870,34103.2,19759,113112,3487.54,763.28,4639.5,31505.8,7527,32024.5,991.5,37452.5,1283
123559,82475,98182.4,37779.3,25819,95894.6,827.08,352.06,3390.75,22085.7,5273.58,14071.2,856.5,4789.2,1285.3
86389.9,46363,122116,36516.5,21195,112911,481.4,414.7,8361,115491,18471.2,26194.7,930.75,5447.52,1285.3
48222.2,29162,108370,18683.3,13166,92999.5,104.98,247.66,1626,8115.9,2183.22,12292,286.5,932.1,1286.2
173689,93863,121271,55429.9,32839,110620,2225.46,499.96,6306,63043.5,11544,27366.3,1205.25,20514,1286.3
66229.3,37140,116866,26869.4,19876,88595.1,606.1,161.82,2429.25,8370.18,2936.7,4587.18,831.75,5045.04,1286.6
125467,65181,126150,37322.2,25257,96842.4,910.6,230.26,7251.75,97947.7,15506.4,11807.6,786.75,9079.98,1286.6
121729,61453,129817,34946.3,23833,96095.5,2250.98,504.02,3843,23042,5725.2,23314.2,883.5,21581.8,1286.8
108861,63315,112680,21772.9,16775,85061.7,406.58,187.34,2595.75,27544.9,5042.7,13621.1,359.25,3048.24,1287.9
90272,48215,122702,35110.9,21767,105712,3032.82,729.64,2170.5,8312.46,3000.66,22144.2,622.5,36568,1288.1
78990.8,47326,109385,36340.2,21262,112012,4158.6,856.08,2333.25,7941.18,3420.3,31607.9,631.5,41992.9,1288.1
59316.4,28421,136778,38390,23249,108217,1012.68,437.9,3282,28744.6,5876.52,18241.1,654,8974.68,1288.2
86889.7,53815,105814,27358.5,18855,95092.4,845.64,121.22,2084.25,9749.22,2813.46,8355.36,528.75,7274.28,1288.3
111017,65952,110317,20357.2,15456,86318,707.6,222.72,2136.75,18441.5,4078.62,17305.1,451.5,7179.9,1288.9
76176.3,40946,121924,33295.9,22546,96783.4,446.6,227.94,2257.5,11997.2,3534.96,10444.2,651,6283.68,1289.2
94445.2,55782,110960,22752.6,16930,88075.3,602.62,163.56,3774.75,43834.4,7450.56,6504.42,576.75,7268.04,1289.4
99659.4,67134,97287.2,13846.6,11294,80347.8,272.6,41.76,1423.5,13104.8,2444.52,3688.62,244.5,2618.46,1290.2
123823,67637,119977,34813.7,23765,96004.8,2761.96,380.48,2945.25,23697.2,4391.4,11153.2,723.75,28144.7,1290.3
106296,62309,111801,31578.3,22657,91341.1,864.2,223.3,3236.25,36529,6409.26,11844.3,540,9280.44,1291
59134.8,31754,122046,25865.6,18190,93190,687.88,281.3,4174.5,52519.7,8523.84,16581.2,455.25,5299.32,1291.4
73782,38777,124697,28686.8,20969,89657.2,394.4,179.22,2165.25,15147.6,3684.72,19319.8,509.25,1861.08,1295.4
62158.1,33083,123133,27803.9,20283,89836.6,435.58,117.74,2394,19482.8,3680.04,3488.94,532.5,1624.74,1296.3
121766,60806,131238,30883.3,19574,103401,1330.52,296.96,4071.75,43350.1,7771.14,14160.9,684,10877.1,1297.1
106174,65779,105782,14281,10947,85495.6,852.6,191.98,1419,13610.2,2481.18,6186.18,297,7991.1,1297.7
83864.4,45278,121386,29087,20394,93470.8,887.4,346.84,3664.5,38971.9,7432.62,18989.9,707.25,8501.22,1298
104800,65914,104199,21074.8,16702,82694.3,683.24,211.12,2042.25,16340.2,3385.2,10791.3,468.75,5906.94,1298.6
132253,68447,126628,36993.1,25359,95602.2,2525.32,462.84,3884.25,28900.6,6497.4,20448.5,912,25885.9,1299.3
150764,86927,113664,37770.7,26363,93894.5,1356.04,368.88,6090,59251.1,11007.4,14121.9,951.75,14254.5,1300.2
94377.2,59091,104671,21390.7,15859,88395.4,187.92,163.56,2268,18535.9,4056.78,13625,506.25,1783.08,1301.6
98924.4,63562,101997,16423.7,13322,80794.4,352.06,40.02,1671.75,13636,2666.82,2346.24,426.75,1799.46,1301.8
109919,51993,138550,53621.1,34205,102737,2198.2,678.6,4921.5,38701.3,8464.56,29544.1,1034.25,22400,1302.1
57591.9,34015,110961,13295.9,10059,86624.8,384.54,83.52,2346,28477,4486.56,6529.38,300,3781.44,1303
112764,66538,111066,45491.9,31514,94604.3,182.12,128.18,2858.25,19857.2,4024.02,5741.58,627.75,2042.04,1303.3
94800.2,64896,95735.1,15149.9,12164,81623.3,331.76,125.28,1410.75,9799.92,2303.34,8197.02,330.75,4172.22,1303.8
103739,58879,115468,18002.4,14463,81574,999.34,170.52,5044.5,78758.2,11563.5,4738.5,342.75,9265.62,1305.4
44486.3,25707,113411,20220.7,15163,87396,457.62,157.76,1836,15009.5,3150.42,10224.2,340.5,4456.14,1305.4
87911.8,49246,116992,23141.8,16958,89434,1505.68,338.14,2429.25,20181.7,4424.16,22531.1,519.75,15970.5,1305.7
161941,86996,121994,35040.7,23696,96912.1,768.5,255.78,10520.3,164714,25029.4,19361.9,780.75,7220.46,1306.8
65204.5,45327,94275.9,14923,11899,82191,407.16,57.42,1038,5705.7,1452.36,5531.76,331.5,3259.62,1307
124964,67678,121009,35841,25438,92337.3,513.88,150.8,3890.25,34117.2,6807.84,15373,660.75,3151.2,1307.4
153968,91329,110485,46561.3,31121,98050.9,646.7,221.56,6716.25,82183.1,13398.1,8227.44,939.75,3956.16,1308.1
63233.9,39202,105711,14076.7,11122,82946.2,499.38,110.2,1284.75,9675.12,2348.58,12727.3,279,4894.5,1309.1
120198,62393,126253,34004.9,23017,96821.6,652.5,100.92,6955.5,89629.8,14515,11710.9,789.75,3567.72,1311.3
101918,70589,94622.7,16558.6,13197,82229.7,414.12,99.76,1785,18651.4,3447.6,7914.66,246.75,4057.56,1311.7
107297,66672,105469,23392.2,17248,88881.7,219.82,92.22,2319.75,22173.1,4202.64,4634.76,468,1110.72,1312.2
86668,49286,115243,22898.5,17394,86275.3,883.92,190.24,2071.5,18585.1,3440.58,6042.66,447,8871.72,1312.8
64870,39170,108535,39901.7,24562,106465,582.9,172.26,3401.25,23434.3,5201.04,8208.72,742.5,3149.64,1314.1
97794.2,51060,125520,35128.1,24628,93477.1,413.54,106.72,3090,27122.2,5289.18,10300.7,647.25,1942.98,1314.2
103614,58940,115210,53444.8,31992,109482,3774.06,758.06,6101.25,64271.2,11877.8,37246.6,1029,36299.6,1314.2
121303,87092,91279.6,22789.3,18080,82606,3214.36,466.32,2166,13660.1,2978.82,19301.1,3656.25,37115.5,1317.3
144398,82446,114781,29226.6,22650,84564.9,216.34,167.62,4620,59847.1,9991.02,12469.9,613.5,2124.72,1318.6
117341,59519,129204,29504.3,21483,90005.7,759.8,150.8,3707.25,47724.3,7725.12,6614.4,493.5,6622.98,1319.3
77369,42871,118272,16261.4,12483,85372.9,356.12,35.38,2130.75,19053.8,3586.44,2458.56,484.5,2176.98,1320.1
133342,68798,127020,31946.5,22538,92893.9,526.64,174,4385.25,47657.2,8385,6776.64,747.75,6592.56,1322
100861,59218,111622,20242.6,14854,89310.4,808.52,236.64,4110,59030.4,9425.52,16116.4,414.75,7994.22,1325.4
65936.9,48385,89309.5,12554.1,10005,82233.4,170.52,105.56,885.75,4429.62,1392.3,5499,262.5,2182.44,1326.6
96154.7,53530,117721,17192,12570,89633.5,4141.2,664.1,1425,6607.38,1638.78,15160.1,2462.25,45858.5,1327.1
55200.4,35107,103045,16872.2,14115,78337.6,342.2,157.76,2619,31293.6,5172.18,9518.34,380.25,2084.94,1329.3
100275,57838,113621,26833.6,18650,94293,624.66,140.94,2403,19298.8,3935.1,8143.2,527.25,5000.58,1330.4
54083.8,33391,106149,20149.7,14927,88466.1,477.34,174,1408.5,8938.02,2153.58,9341.28,345,4424.94,1330.6
172765,94190,120207,32606.3,23470,91047.7,1738.84,316.68,3610.5,23490.5,5386.68,11969.9,804,15433.1,1333.3
133320,71649,121945,32541.6,22609,94327.3,443.7,112.52,2685.75,19359.6,4103.58,6367.92,645,1841.58,1333.7
154501,90294,112138,32299.8,23010,91994.8,403.68,167.62,4242,47703.2,8237.58,12683.6,703.5,2510.04,1334.3
166716,92976,117513,59982.8,35716,110064,879.28,237.22,8158.5,108518,17349.5,17216.9,962.25,6574.62,1335.2
65171.9,38797,110089,16323.8,12461,85851.8,732.54,117.74,1621.5,5551.26,1756.56,4818.84,441,6253.26,1335.5
83880.7,46386,118510,26679.1,18582,94093.4,651.92,174,1942.5,6194.76,2316.6,7895.16,587.25,5726.76,1336.5
85804.4,48718,115425,34846.5,22234,102712,554.48,122.96,3421.5,21771.4,4808.7,9014.46,914.25,2818.14,1337.3
102292,56535,118578,29609.6,18627,104176,1273.1,390.34,3501,30894.2,6046.56,16608.5,672.75,13838.8,1338.4
95410.8,52703,118643,23137.1,17423,87029.5,353.22,162.98,2162.25,23217.5,4088.76,6333.6,432.75,2790.06,1338.6
144678,89100,106416,22227.7,17036,85507.9,386.28,150.8,3039.75,24879.7,4992.78,8392.8,624,2192.58,1340.4
149957,79531,123569,46378,31403,96787.9,1030.66,140.94,4513.5,34587.5,7069.14,7598.76,932.25,5949.84,1341.5
124694,60965,134044,30206.3,20373,97167.8,1085.76,306.24,6402,87225.1,13632.8,7874.1,716.25,12926.9,1343.6
88262,50954,113521,24418.7,18378,87077.1,669.32,208.8,3700.5,45374.9,7402.2,11444.9,508.5,6427.98,1344.4
114199,64418,116180,25647.2,19334,86935.6,357.28,98.02,3574.5,44272,7831.98,17445.5,519.75,1989,1344.4
132425,69959,124052,41404.7,25235,107529,640.32,220.98,5376.75,54036.1,9835.02,12844.3,945,3756.48,1345.2
102548,62578,107395,37210.7,27894,87425.2,357.28,80.62,3795,42381.3,7365.54,1602.12,628.5,2764.32,1348.2
52823.1,30058,115171,21442.2,15466,90859.7,1082.86,169.36,3192,31526,5737.68,9822.54,562.5,6595.68,1349.1
92662.9,60687,100067,17646.7,13707,84372.6,204.74,106.14,2445,19197.4,3871.14,6118.32,536.25,1569.36,1349.5
76671.4,46852,107247,27392.8,19268,93170.8,749.36,150.22,3010.5,32061.1,5527.08,7367.88,565.5,6144.84,1350.9
65437.8,34579,124021,33680.4,20439,107993,1035.88,492.42,4461.75,40525.7,8104.98,28693.9,781.5,11063.5,1351.1
157642,81662,126512,53970.5,35630,99270.7,726.16,310.88,4440,28102.6,6921.72,21847,1023.75,3347.76,1352.7
73009.6,39180,122122,30987.1,21676,93687.4,575.94,209.96,3442.5,22274.5,5235.36,5790.72,955.5,2733.9,1353
103686,61934,109716,21347.8,16030,87277,200.68,88.74,1870.5,14947.9,3253.38,7878,408,1006.2,1354.5
55922.5,36747,99734.4,31344.3,22411,91659.5,510.98,254.04,2557.5,8846.76,3214.38,11895.8,780.75,5169.84,1355.6
114342,67531,110964,51242.1,34347,97772.8,702.96,189.08,2814,3690.18,2531.1,4312.62,843,2739.36,1356.9
91387.2,44414,134848,33876.2,21562,102964,537.08,130.5,6231.75,69952,11762.4,8255.52,905.25,3188.64,1357.9
