"FSC-A","SSC-A","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
158434,73583.6,629.88,146.74,1626,4358.64,1942.98,6494.28,603.75,5341.44,111
181272,120551,9463.28,21170,2393.25,2308.02,2193.36,18850.3,807.75,7104.24,111
253467,74650.7,1759.14,524.32,1002,3950.7,1284.66,16834.7,234,20469.5,111.1
81768.6,90162.5,1186.1,1864.12,1221,3357.9,1614.6,15401.1,345.75,1613.82,111.2
262143,155975,8959.84,1376.92,1661.25,3386.76,1866.54,40301,457.5,102678,112.3
143914,63875,2467.9,462.26,1265.25,7657.26,2058.42,16483.7,344.25,24406.2,112.9
209556,127469,15902.4,4164.98,1852.5,2708.94,1974.96,76025.8,453,231672,113.4
262143,157475,8364.18,17248,4114.5,4310.28,3864.12,28378,1240.5,6639.36,114.8
122473,142505,4456.14,841.58,2106,4760.34,2393.04,34664.8,600,44214.3,114.9
262143,123220,6029.68,1400.7,2017.5,4896.06,2371.98,39748,540.75,70932.4,115
166371,229697,13060.4,2325.22,5854.5,7905.3,6349.98,57969.6,1928.25,135630,115
132770,119980,1800.32,817.22,2109.75,11036.2,3263.52,37249.7,468,22708.1,116.1
217178,127028,6040.7,1369.38,1941.75,4080.96,2512.38,39652.1,585.75,61892.2,116.1
140330,56156.1,336.4,364.24,1186.5,7326.54,2245.62,26829.7,289.5,1345.5,116.2
262143,222143,12093.6,2815.9,3369.75,21046.7,6020.04,93054,786.75,141978,116.7
152808,167840,7999.36,1782.92,2113.5,3258.06,3014.7,71338.8,646.5,89987.8,116.9
206386,262143,15356.7,2415.12,3160.5,5685.42,3586.44,67662.7,966.75,163940,117.4
126230,96149.8,1110.12,701.22,1587.75,6479.46,3045.9,48417.7,400.5,8788.26,117.7
132010,120185,4037.38,8998.12,2192.25,2413.32,2405.52,28701.7,532.5,5857.02,117.9
213145,119991,2081.62,5218.84,2065.5,2228.46,1666.08,10366.2,587.25,4035.72,118.6
191978,195726,9118.76,1721.44,3995.25,13676.5,4407.78,35626.5,1127.25,100317,119
39522.3,92925.3,2231.26,435.58,1027.5,1268.28,1140.36,13730.3,319.5,24076.3,119.4
43520.7,89604.1,5314.54,969.76,2355,2663.7,2449.98,22124.7,689.25,59645,119.5
61490.4,77226.2,4287.94,9263.76,1781.25,1356.42,1689.48,34489.3,401.25,5690.1,119.8
262143,179562,4087.26,938.44,2091,8627.58,3081,40509.3,536.25,44814.1,119.9
247260,112716,4396.4,981.94,1449.75,2806.44,2030.34,26785.2,444,55174.1,120.5
203585,205775,9806.64,5312.22,2942.25,3676.92,2484.3,31551.8,891,85644,120.9
124439,143252,4857.5,1173.92,3351.75,2547.48,2634.06,36637.4,669.75,56755.9,121.2
240849,152414,8386.22,1664.02,3671.25,9761.7,4559.88,38574.9,1049.25,106213,121.2
262143,172581,5581.92,11291.4,4049.25,4358.64,4026.36,26309.4,1337.25,5651.1,121.4
238952,200093,5580.76,1187.26,2402.25,3486.6,2758.08,32106.4,694.5,68376.4,121.6
262143,262143,19343,3750.28,6366,12195.3,7185.36,104693,1687.5,221142,122.1
164644,254626,3814.08,867.1,4255.5,4115.28,3598.92,25060.6,1179,37919.7,122.4
208115,124685,619.44,702.96,1560.75,9264.06,2705.04,29495.7,331.5,10341.2,122.6
180722,107511,1879.78,587.54,2574.75,10883.3,3887.52,32823.2,759.75,20128.7,122.6
162973,259024,8380.42,1712.16,3223.5,5556.72,3614.52,53566.5,938.25,98166.9,122.7
