"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
112454,67555,109093,27190,19015,93711.6,755.74,180.38,4638,65497.4,10179,15305.9,524.25,7775.04,1082.1
42956.3,25831,108985,17138.9,12931,86862.4,166.46,214.02,1940.25,21466.4,4169.88,18372.9,374.25,932.88,1082.2
124440,65177,125125,30079.1,19546,100853,191.98,417.02,3717.75,38617,7686.12,38395.5,654,2428.14,1082.4
117590,65830,117065,25144.1,18322,89937.9,2047.98,495.9,2802.75,27495.8,5624.58,26208.8,530.25,21398.5,1082.4
94468.3,58617,105619,18522.7,13869,87526.2,534.76,169.36,2864.25,42208.1,7046.52,15805.9,344.25,3024.84,1082.6
116134,67256,113164,22996.7,16664,90441.3,289.42,227.94,2282.25,23819.6,4586.4,14702.2,417,3804.84,1082.8
130792,78373,109369,28251.6,19297,95947.4,361.34,182.7,2433.75,24550.5,4258.02,8866.26,449.25,2261.22,1083.6
59786.3,32235,121550,16135.9,11599,91169.9,382.8,178.64,1938,22940.6,3850.86,10594.7,286.5,4168.32,1084.4
53117.5,38248,91014.2,25811.8,16140,104808,120.64,110.2,4119.75,57454.8,9048,7498.14,407.25,1503.84,1084.5
82896.1,49026,110812,14536.9,11062,86122.5,481.4,278.4,1905.75,25240,4457.7,13041.6,250.5,5640.18,1084.6
89490,52906,110854,14653.1,11214,85634.4,307.4,158.92,2508.75,32335.7,5064.54,8249.28,326.25,4260.36,1084.8
117239,73335,104771,15834.8,12023,86313.6,406,114.84,2799.75,39094.4,6002.1,5187,291.75,4849.26,1084.8
83591.7,42315,129464,23600.5,16619,93067,308.56,139.2,2218.5,22227.7,3992.82,7799.22,396.75,3037.32,1085.3
87002.6,57194,99692.3,19113.9,14926,83923.9,172.84,130.5,2013,22993.6,3893.76,9872.46,328.5,985.92,1085.3
94420,60474,102324,15252.9,11866,84241.9,418.18,103.82,1722,19018.7,3570.84,12488.6,228,2717.52,1085.4
125812,72537,113669,36428.3,22861,104430,994.7,393.82,7708.5,109694,17445.5,26279,756.75,10313.2,1085.8
135665,81220,109467,21056.9,16560,83332.3,167.04,248.24,4112.25,64477.1,9786.66,17900.2,411,1846.26,1086.2
83087.2,44412,122607,31040.9,20104,101189,855.5,222.14,2311.5,18238,4080.96,16922.9,521.25,7920.9,1086.3
124751,69399,117807,22051.4,15795,91494.7,1175.08,233.74,2361.75,23288.5,3991.26,9012.12,423.75,14301.3,1086.4
147784,83115,116527,39335.4,27531,93635.7,217.5,150.8,3657,44167.5,7493.46,13456.6,525,1604.46,1086.6
100932,63055,104904,22750.3,16319,91363.5,240.12,153.12,2088.75,22704.2,4380.48,14133.6,336,1074.84,1087.1
46428.4,31025,98073.5,7929.48,6501,79936.4,324.8,128.76,611.25,5570.76,1092.78,3939,145.5,3226.86,1087.8
90584.2,49105,120894,18366.7,13189,91263.7,79.46,188.5,2123.25,25723.6,4764.24,15330.1,350.25,833.82,1087.9
123948,78528,103442,24409.3,16928,94499.6,812.58,183.86,4446.75,52495.6,9118.2,17865.9,546.75,6333.6,1088.1
143377,77086,121894,47346,29438,105403,773.14,478.5,6834,96007.1,16316,41082.6,838.5,8225.1,1088.2
121377,69530,114404,29289.8,20586,93244.7,1178.56,366.56,2751,25322.7,5481.06,27301.6,583.5,10821.7,1088.6
110225,75117,96165.7,29019.1,22733,83658,451.82,162.98,2205.75,23208.9,4272.06,13776.4,404.25,5874.18,1089.2
41482.7,27167,100070,15300.5,12751,78639.5,116,386.28,2663.25,31246.8,5967.78,34104.7,391.5,2301,1089.3
140900,78231,118035,29233.6,18291,104743,2281.72,462.26,7044.75,102587,16522,26821.1,671.25,24207.3,1089.6
158745,91355,113880,36997.7,23823,101779,1032.4,337.56,4752.75,52608.7,9205.56,20882.9,639.75,12486.2,1089.9
116705,70654,108251,49008.2,28730,111793,1177.98,609,8232,114118,18625.6,47883.4,790.5,12547.1,1091.1
154139,97770,103321,37210.7,26954,90474.1,518.52,284.2,5257.5,79072.5,11787.4,10700.8,480,6305.52,1091.6
98573.5,60806,106241,19731.7,14870,86962.6,902.48,278.98,2038.5,23875.8,4343.82,20115.4,305.25,11107.2,1091.7
99896.1,56008,116890,20485.1,14668,91526.7,585.22,512.14,3567.75,47254.7,8075.34,31894.2,405.75,4931.16,1091.9
133616,70268,124618,40021.8,26764,97999.9,609,295.22,9186,145157,21850.1,24457.7,654,6383.52,1092.6
110231,68242,105860,25948.3,20162,84344.1,607.84,270.28,2829,39900.9,6598.02,19283.2,359.25,4788.42,1093.2
100293,56816,115685,20256.6,14576,91076.9,1605.44,508.66,3660.75,48582.3,8571.42,34397.2,449.25,14447.2,1093.4
109320,61319,116838,61582.6,30675,131569,2034.64,1524.82,3186,5828.16,4194.84,46790.6,984.75,15863.6,1094.7
108062,54459,130041,33153.1,22187,97927.7,330.02,385.12,4729.5,65871,10725.8,19178.6,543.75,4651.14,1094.7
175194,98238,116874,30658.7,21022,95578.3,846.22,626.4,11943,195145,29498,40270.6,722.25,13469,1094.9
108932,65622,108789,27893.6,19714,92727.7,425.14,208.8,2223,20434.4,3988.14,13192.9,444,3418.74,1095.7
103983,54042,126099,29242.2,20410,93896,827.08,175.74,5523,70848.2,11547.1,13600.9,727.5,6002.1,1095.7
105406,60479,114220,28548.8,21307,87810.2,508.08,109.04,1799.25,5196.36,1758.9,6166.68,498,3039.66,1095.7
68770.4,40647,110880,20179.4,15027,88006.6,316.1,291.74,2872.5,40329.9,6823.44,17303.5,350.25,4020.9,1095.7
156756,83106,123615,43132.4,27014,104639,1260.92,486.62,13450.5,208609,32143.8,34238.9,904.5,14236.6,1095.7
144267,77531,121947,29459.8,20479,94276,817.22,371.78,6108.75,88228.9,14111,28309.3,600,9460.62,1096
136076,71248,125167,32877.8,22436,96036.6,1263.82,429.78,3710.25,43160.5,7684.56,27666.6,603.75,14721.7,1096.1
57418.5,31287,120273,38385.4,24611,102215,1205.82,361.34,3159,33913.6,6002.88,16265.3,483.75,13666.4,1096.6
146572,92510,103835,31598.6,24266,85339.3,770.82,406.58,3530.25,48092.5,8616.66,41364.2,371.25,10747.6,1096.9
131952,76111,113618,29853.7,20255,96593.1,336.98,88.16,2088,15369.9,3339.96,12944.1,453.75,1437.54,1097
114225,67270,111281,26498.2,19826,87591.2,146.74,110.2,1809,6722.82,2471.82,8179.08,626.25,2312.7,1097.2
89615.8,46010,127648,23064.6,16830,89813.5,934.38,332.34,3363,42681.6,7207.98,20801,412.5,10458.2,1097.3
124764,65131,125539,36472,24303,98351.3,758.64,230.26,3859.5,38940.7,6889.74,12838,668.25,7498.14,1097.7
128326,77075,109114,22383.7,16503,88889,666.42,160.08,2811.75,37435.3,6169.8,13586.8,362.25,5360.16,1098.3
89134.4,46662,125188,43759.6,25986,110360,972.66,516.78,5572.5,51776.4,9509.76,32446.4,818.25,9360.78,1098.3
40670.1,29563,90158.5,26506.7,22187,78295.7,414.7,91.06,1650,7031.7,1959.36,3005.34,677.25,2971.02,1098.4
184846,105760,114543,35348,25156,92088.1,1437.82,552.74,8928.75,135437,21427.4,38209.9,762.75,18292.6,1098.6
95608,58338,107405,20038.2,16214,80993.2,902.48,259.26,2592,32827.1,5382,11324,355.5,11354.5,1098.8
101347,50155,132427,30705.5,19451,103456,1026.6,315.52,2704.5,26498.9,5332.86,18435.3,469.5,9856.08,1099.2
41837,22634,121138,19663.8,13418,96041.6,197.78,207.06,3953.25,52809.9,8317.92,12235.1,447.75,1648.14,1099.3
91891.8,60065,100262,12158.6,9633,82718.6,154.86,68.44,2802.75,42312.7,6665.88,10590.8,237.75,1175.46,1099.9
90986.7,62199,95868.2,13101.7,10515,81657.7,404.26,169.94,1387.5,12454.3,2632.5,14390.2,261,3004.56,1100
162028,85451,124266,30607.2,20719,96813.2,371.78,415.86,10178.3,168120,26020.8,29178.2,696,3355.56,1100.6
106517,58455,119420,41817.4,28627,95732.8,1628.06,352.06,6033.75,76734.8,12536.2,23836.8,684,19057,1100.7
75490.9,39723,124547,29092.4,19819,96200.7,313.2,96.28,2143.5,20922.7,3759.6,11016.7,402,1545.18,1100.7
87123,44254,129021,37784,24282,101977,2140.78,667,6990.75,100178,16972.8,59275.3,629.25,22439,1100.8
64186.6,43329,97083.5,7902.96,6485,79865.6,509.82,107.88,1594.5,24402.3,3563.04,4646.46,133.5,4964.7,1101.5
153089,96698,103754,27545.7,20538,87897.3,273.76,125.86,3297,40475,6949.8,11955.8,444.75,1477.32,1101.9
42440.2,26926,103296,16592.9,13818,78697,162.98,135.72,1398,13231.9,2660.58,6378.84,279.75,769.86,1102.1
117004,68579,111812,36334.7,22195,107287,1172.76,337.56,3057,8154.9,3546.66,20666.1,845.25,10108.8,1102.5
73469.9,44622,107905,25203.4,17370,95090.8,781.84,318.42,3300,38213,6690.06,17518,470.25,8952.84,1103
153131,86955,115412,39482,25547,101284,1372.28,415.86,4406.25,51895,9296.82,35347.3,648,14241.2,1103.3
157744,97566,105958,32377.8,24618,86193.5,1327.62,361.92,3189.75,32983.9,5971.68,15658.5,483,12320.9,1104.2
105832,51402,134932,35006.4,21626,106084,412.38,233.16,8381.25,128453,19447,15131.2,654.75,2424.24,1104.2
138440,75540,120106,35916.7,23840,98734.7,833.46,415.86,5593.5,70262.4,12140.7,36014.9,705,7272.72,1104.5
86037,53127,106133,18589.7,14355,84869.2,992.38,219.24,1344.75,12406.7,2755.74,18953.2,259.5,10513.6,1104.8
128626,71154,118470,33488.5,22102,99298.9,707.02,323.06,1953.75,11329.5,2819.7,12393.4,512.25,7349.94,1104.8
130792,78094,109760,28073,19998,91998.8,241.86,256.36,2473.5,26072.3,5091.06,18449.3,504,1517.1,1105.1
79155.4,46070,112601,20335.4,14370,92741.8,160.08,124.7,2220,26169.8,4293.9,8200.14,342,2233.14,1105.5
127786,84542,99058.5,21383.7,16394,85482.6,336.98,290,3765.75,53209.3,8952.06,23109.1,324.75,2833.74,1106.2
87650.6,49254,116626,26476.3,19622,88428.9,660.62,133.98,4417.5,67334.3,10129.1,10389.6,360,6993.48,1106.5
95872.5,61207,102653,22166,15559,93365.5,673.38,298.7,4527.75,59792.5,9968.4,15993.1,502.5,9510.54,1106.7
111799,67382,108737,21842.3,16274,87959.9,614.22,116,1253.25,4495.92,1625.52,10381,398.25,5341.44,1106.7
118351,71686,108198,20592,15542,86830.4,977.3,307.4,4675.5,77111.6,11971.4,20393.9,418.5,9898.98,1106.8
108278,68723,103257,23120.8,18355,82552,692.52,248.82,3926.25,59811.2,9615.06,24845.3,396.75,5406.96,1106.8
82070.6,44310,121385,36329.3,23542,101133,1179.14,431.52,2458.5,18094.4,4143.36,19632.6,533.25,14890.2,1107.2
101208,63951,103717,15504.1,12079,84119.1,-1.74,88.16,1866.75,19792.5,3730.74,8576.1,286.5,1220.7,1107.6
141583,75034,123661,36724,23214,103676,829.98,249.98,7911.75,124772,18971.9,15313.7,610.5,8819.46,1107.9
122448,74482,107741,21109.9,16274,85010.4,318.42,125.86,2007.75,24185.5,4411.68,14825.5,379.5,2377.44,1108.4
98791.1,57765,112081,23396.1,16817,91174.8,266.22,99.18,1780.5,19980.5,3818.1,14946.4,282,1145.04,1108.5
101962,56662,117930,20173.1,14722,89802.1,412.38,88.16,3222.75,41879,6949.02,8331.18,360,4623.84,1109.3
118361,61994,125123,35285.6,22154,104382,1030.08,320.74,3345,22141.9,5752.5,30937.9,704.25,8452.86,1109.6
181628,101762,116971,47107.3,28486,108377,590.44,448.34,3289.5,16890.9,4878.9,33041.6,889.5,2712.06,1109.8
59167.5,34874,111189,18088.2,13822,85763.9,417.02,183.28,2715,25955.3,4570.8,18791,307.5,5147.22,1110
90036.1,65271,90401.6,9925.5,8551,76070.4,244.76,95.7,1839.75,24539.6,4070.04,9026.94,193.5,2494.44,1110.3
52598,29034,118725,22091.9,14730,98290.4,114.26,136.88,4715.25,73809.8,11036.2,14098.5,423,1778.4,1110.9
112680,61190,120683,25468.6,18374,90840.7,341.04,160.66,4138.5,55150.7,8982.48,13341.1,454.5,4009.2,1110.9
90014.3,41085,143585,41070.9,21513,125116,788.8,531.86,3994.5,29269.5,7356.96,49028.5,794.25,7241.52,1111.4
88173.6,57499,100498,12848.2,10251,82140,156.02,92.8,1565.25,18651.4,3120,8719.62,234,1672.32,1112.8
92815.2,56623,107425,19847.9,15455,84163.8,306.82,249.4,2334,25432.7,4771.26,17628.8,381.75,2850.9,1112.8
131475,80263,107351,16926.8,13143,84403.4,174,196.62,3807.75,53684.3,8565.96,12123.5,400.5,1658.28,1113.3
113582,57205,130124,32901.2,21909,98416.7,160.08,306.24,5046.75,67286.7,10929.4,27138.5,631.5,2289.3,1113.3
138155,72127,125530,36246.6,22636,104942,448.34,253.46,5292.75,62230.7,10807.7,26782.1,798,2827.5,1113.9
121691,79734,100022,19431.4,15378,82810.1,1121.14,363.66,3083.25,41774.5,6815.64,20399.3,364.5,10413.8,1114.1
170109,94755,117654,46122.2,29527,102369,991.8,567.24,5530.5,64714.3,11392.7,33644.5,775.5,9512.1,1115.5
156609,98051,104676,31476.1,22355,92275.5,751.1,148.48,3241.5,42301.7,6826.56,12366.1,432,5838.3,1115.5
98134.9,61927,103854,19587.4,14823,86600.4,490.68,243.02,2154,26432.6,4611.36,11186.8,315,4656.6,1116
56026.6,29962,122547,21510.1,16590,84971.9,781.84,248.24,2109,24385.9,4197.18,9512.88,321.75,6706.44,1116.1
76641.4,44736,112276,19656.8,13216,97474.8,313.2,399.62,4835.25,64192.4,10959.8,32946.4,516,2078.7,1116.7
81616.3,46990,113829,22406.3,16574,88597.7,1338.64,334.08,4454.25,57401,9624.42,19450.9,492.75,13038.5,1117.1
130596,73187,116943,27005.2,19027,93015.7,263.9,162.98,2723.25,26828.9,5218.98,13584.5,519.75,1662.18,1117.5
79666.1,45030,115945,27166.6,16582,107369,477.34,189.08,3441,12515.1,3487.38,13588.4,729,5335.98,1117.9
78077.6,43169,118532,24846.1,18401,88490.6,614.8,370.62,5745.75,90573.6,14327.8,23112.2,449.25,6559.8,1118
56536.6,28138,131679,26392.1,17550,98554.5,388.02,110.2,2699.25,17287.1,3710.46,4687.8,650.25,1970.28,1118.6
94377.9,57361,107828,16807.4,12849,85725.9,540.56,120.64,3810.75,55855.8,8359.26,8011.38,359.25,5616.78,1119.2
87970.2,45918,125555,27149.5,18782,94732.6,331.18,185.02,2520,18788.6,4000.62,18588.2,522.75,3977.22,1119.6
101029,65961,100378,13113.4,10509,81777.3,322.48,220.4,2715.75,36181.1,6275.88,23641.8,337.5,3464.76,1119.7
144943,76534,124115,37599.1,24534,100436,940.18,478.5,6523.5,95343.3,15022,30427,672.75,8980.14,1120.3
125978,62967,131118,33152.3,22387,97050.6,388.02,404.26,2580.75,12561.1,3744.78,30146.2,600.75,2204.28,1120.4
123059,76595,105291,25835.9,19063,88820.5,852.02,458.2,4312.5,64550.5,10392.7,25196.3,358.5,9825.66,1120.4
83174.9,45969,118579,16792.6,12321,89320.8,211.7,172.84,4326,62065.4,9402.12,5982.6,453.75,2971.02,1120.8
109193,64752,110515,28118.2,20768,88730.5,669.9,77.72,1998,6448.26,2236.26,8580,598.5,5512.26,1121.7
122842,69307,116158,31593.9,22591,91653.2,898.42,580,6138,91605.5,14356.7,36644.4,536.25,10299.9,1121.7
67222.8,42034,104808,12591.5,9990,82602.5,30.74,127.02,3585,55043.8,8256.3,6364.8,315,1070.16,1121.8
111238,70147,103926,24298.6,17783,89547.9,803.3,329.44,2051.25,16263,3744.78,21885.2,356.25,5860.14,1121.8
118444,84649,91700.7,14907.4,11757,83096.8,362.5,189.66,2319,28140.8,4995.9,12641.5,355.5,3628.56,1121.9
83198,49033,111200,22319.7,15757,92831.4,726.16,113.68,2577,25084.8,4928.82,11237.5,471.75,5133.96,1122
131911,74047,116749,36146.8,23339,101500,1007.46,359.6,2592.75,16234.9,4486.56,28419.3,672,8588.58,1122.4
104505,50050,136840,34384.7,22262,101224,103.82,577.1,4230,44774.3,8726.64,43030.3,666.75,2623.14,1122.9
146661,82363,116698,23191.7,17595,86382.1,1132.74,339.3,4430.25,63999.8,9618.18,20037.4,504,9217.26,1123.2
95991.5,55076,114222,21863.4,16292,87947.4,539.4,306.24,2842.5,40456.3,6661.2,22321.3,332.25,6289.92,1123.4
79974.8,52928,99025.6,13207.7,9920,87256.3,433.84,262.74,1092,7840.56,2059.98,14728.7,246.75,4474.86,1123.4
136265,75141,118847,31228.9,21541,95010.2,963.38,411.8,10646.3,169393,25718.2,23722.1,693,10757.8,1123.4
108015,55573,127380,47914.6,29925,104933,661.78,450.66,5373,57726.2,10849,34386.3,833.25,8908.38,1123.7
115340,68293,110684,19205.9,14433,87208.5,149.06,45.24,2683.5,35825.4,5805.54,5172.18,352.5,843.96,1123.9
117864,78247,98717.7,21517.9,16807,83905.2,531.86,196.62,5299.5,85005.2,12957.4,10250,354.75,4025.58,1123.9
81716.3,40358,132696,37424.4,25046,97925.6,962.22,458.2,5382,49306.9,8978.58,35046.2,582,9514.44,1124.3
103377,66675,101611,18027.4,14211,83135.7,207.06,217.5,2833.5,39560.8,6368.7,17250.5,326.25,1277.64,1124.5
91379.1,42157,142055,39768.3,23917,108971,1530.62,701.8,5617.5,63591.8,11772.5,46470.1,864,13799,1125.1
135944,77695,114669,28611.2,20699,90587.1,1660.54,361.34,4404.75,62052.9,9584.64,14450.3,525.75,20155.2,1125.1
88080.4,50681,113897,14465.9,10925,86776.8,1145.5,317.84,1433.25,13933.1,2730,12803.7,272.25,15481.4,1125.4
81952.2,51609,104068,22149.7,17421,83324.7,843.32,203.58,2664.75,35580.5,5605.86,9551.88,250.5,10229.7,1125.8
135024,74963,118044,62119.2,34199,119040,3376.76,1361.84,13600.5,198866,32709.3,78960.2,1249.5,37407.2,1126
119318,61634,126871,38858,25586,99531,1378.08,508.66,5472,64267.3,11189.1,28758.6,698.25,13197.6,1126.2
85035.4,50863,109566,14453.4,10619,89200.3,906.54,324.22,2528.25,30800.6,5208.84,12496.4,312,10854.5,1126.4
89573,56395,104092,19001.6,14271,87260,147.9,38.86,1653.75,17792.6,3096.6,6293.04,269.25,717.6,1127.1
90431.2,52270,113382,17327.7,13498,84130.1,336.98,97.44,3538.5,60488.2,8796.84,9655.62,231,3461.64,1127.2
132250,70148,123555,35511.8,21204,109758,2908.12,751.1,14679,222624,34290.4,52767,931.5,26907.7,1127.4
101321,60107,110473,27303.9,19967,89617.3,592.76,232,2556.75,24439.7,4566.9,11430.9,460.5,5374.98,1127.8
101423,65210,101930,15396.4,11882,84920,761.54,327.12,1991.25,24383.6,4274.4,16579.7,294,6830.46,1127.8
118689,65618,118541,34386.3,22086,102035,1355.46,610.16,7551,113921,18101.5,43574.7,691.5,9658.74,1128.4
133742,68652,127672,25091.8,15564,105655,3515.96,652.5,3057,27875.6,5539.56,30944.9,666,40964.8,1128.4
63180.8,44526,92993.3,8420.1,7306,75529.7,230.26,27.26,1774.5,25563.7,3848.52,4719,201,1599.78,1128.7
109662,60739,118323,55960.3,31079,118003,897.84,435.58,6786,82616.8,13437.1,20439.1,937.5,9297.6,1128.9
62341.7,35334,115629,26065.3,14914,114538,603.2,223.3,4119.75,53015.8,8499.66,16083.6,516.75,5398.38,1129.2
98366.8,60989,105700,16311.4,12441,85924.1,194.88,117.16,2822.25,40016.3,6558.24,13447.2,261,1386.84,1129.5
158552,90427,114909,59758.9,33455,117064,1179.72,549.26,4323,34569.6,7477.08,36131.2,920.25,12494.8,1129.8
82592.1,57338,94400.9,18026.6,14174,83349.1,233.16,171.1,1495.5,20073.3,3290.04,12761.6,178.5,2920.32,1130
111594,56755,128860,56192.8,32051,114900,1961.56,712.24,7682.25,91312.3,14731.1,38137.3,833.25,21986.6,1130.6
72509.8,49382,96229.4,10867.7,8770,81211.9,142.1,169.36,1562.25,20983.6,3627.78,11949.6,204.75,768.3,1130.7
119877,63319,124074,36936.9,24903,97205,638.58,223.88,3495.75,34406.6,6710.34,16813.7,716.25,4817.28,1131
75030.5,43871,112083,15295,12011,83454.7,512.72,235.48,2673.75,36049.3,6009.9,18596.8,281.25,5337.54,1131
63857.4,45549,91878.2,12278,10089,79755.1,328.28,138.04,1968,28445.8,4318.86,5213.52,201.75,3682.38,1131.3
137472,69173,130244,52056.4,30833,110647,1702.88,549.26,8181,98175.5,16628,27543.4,1033.5,15264.6,1131.5
135470,92164,96329.8,16039.9,12596,83454.4,246.5,175.74,1776,18517.2,3570.06,14672.6,276.75,1820.52,1131.8
79135.7,50711,102270,13523.6,11203,79111.4,491.26,148.48,2852.25,42823.6,6917.82,11838.8,273,5796.18,1132.5
38814.4,23195,109668,25751.7,15739,107228,853.76,270.28,4527.75,63162.1,9888.84,21876.7,513,8558.94,1132.8
92591.5,57737,105099,14669.5,11321,84919.9,215.18,127.02,2287.5,30652.4,4942.86,7305.48,266.25,1147.38,1133.5
62023.5,36068,112697,21671.5,16308,87090.1,268.54,121.22,2686.5,39308.9,6254.82,12120.4,297.75,5005.26,1133.7
113665,71812,103731,18864.3,14404,85829.7,371.78,325.96,6864,111058,16546.9,24949.9,366.75,6549.66,1133.9
120623,66929,118113,31679.7,22021,94281,221.56,251.72,4224.75,63409.3,9799.14,14270.1,425.25,1992.9,1134
216020,125186,113089,57882.2,34802,108999,3509.58,983.68,9919.5,131130,21416.5,47134.6,1124.25,34539.2,1134
90992.8,53936,110563,17819.9,13620,85744.8,425.72,336.98,2497.5,29595.5,5181.54,17859.7,385.5,6044.22,1134
115741,60704,124954,38230.1,21444,116837,646.7,213.44,5316.75,71214,11469.1,15215.5,635.25,7114.38,1134.3
75519.4,51434,96225.1,11365.4,9134,81546,88.16,22.04,1575,21817.4,3579.42,9471.54,193.5,439.92,1134.8
97155,62330,102152,16066.4,12794,82298.8,628.72,93.38,2622.75,33579.8,5518.5,5956.86,324.75,6009.12,1134.8
86985.6,63611,89618,10619.7,8811,78989.1,219.82,147.32,882.75,8720.4,1612.26,5435.04,167.25,4352.4,1134.8
87587.4,56183,102168,18566.3,14151,85984.3,520.84,142.68,2350.5,18457.9,3371.94,9564.36,393.75,3612.18,1134.9
115701,67127,112959,27594.8,19815,91267,535.34,446.02,5002.5,72654.7,12111.1,26248.6,485.25,6023.16,1135
128715,72922,115678,27005.9,19854,89143.8,676.86,285.94,2850,29675.1,5426.46,14863.7,505.5,9437.22,1135.1
81068.2,55663,95447.4,15438.5,11871,85231.3,26.68,113.1,1890,23545.1,4208.88,10815.5,279,822.12,1135.2
71701.9,34827,134926,53014.3,34443,100872,1505.1,704.7,4816.5,46528.6,9445.8,50071.3,812.25,19113.1,1135.4
83857.6,58793,93475.3,13221,10781,80368.4,64.38,196.62,2349,34041.5,5176.08,8899.8,244.5,1996.02,1135.6
102643,65158,103239,12596.2,9986,82666.3,645.54,230.84,2070,24910.1,4163.64,13493.2,231,5780.58,1136.2
73739.9,49951,96747.1,10730.5,8715,80692.1,78.3,136.3,1191.75,14538.4,2672.28,8884.2,165,790.92,1136.3
146397,82439,116380,24038.8,16023,98321.7,239.54,275.5,4718.25,62853.2,10352.9,15784.1,629.25,1985.88,1136.6
129583,66518,127670,28262.5,20198,91702.8,616.54,252.88,6166.5,85264.9,13469,10818.6,604.5,7713.42,1136.6
63831.6,48303,86604.7,18619.4,13647,89414.5,163.56,81.2,1710.75,15994.7,3034.98,9342.06,246.75,993.72,1136.7
94561.5,46651,132841,36791.8,20859,115595,1438.4,399.04,3561.75,23637.1,5672.16,17761.4,675.75,10460.6,1136.8
115531,73870,102497,21801,16382,87214.6,425.72,170.52,2905.5,36405.7,6061.38,11790.5,349.5,3882.84,1136.9
64283.8,38059,110694,16845.7,12875,85747.3,321.9,139.2,1918.5,23663.6,3919.5,6498.18,306.75,4231.5,1137.1
119965,62570,125652,39029.6,23006,111182,965.12,657.14,4526.25,44509.1,9496.5,56327.7,714,10644.7,1137.2
179100,105118,111660,25916.3,19118,88840.3,808.52,301.6,2885.25,20447.7,4846.14,19138.9,717,7389.72,1137.6
88624.4,47769,121587,62620,31561,130030,575.94,496.48,3309,9914.58,4258.02,28119.8,954,2791.62,1137.8
93710.8,48851,125718,45533.3,24723,120700,1019.06,423.98,4258.5,26612.8,6730.62,35685.8,849.75,6690.06,1138.4
78889.5,42254,122358,24079.4,16826,93787.4,1159.42,454.14,6098.25,90494,14309.9,37104.6,450,10236.7,1138.6
118816,71119,109489,39673.9,24511,106078,508.08,341.04,10702.5,167955,25523.2,38332.3,762,3645.72,1138.9
97787.4,61172,104764,17207.6,13712,82243,48.72,136.3,2360.25,29752.3,4781.4,11358.4,295.5,2761.2,1139.3
135342,74374,119259,21298.7,14902,93667.3,733.12,240.7,5670.75,81648.8,12509.6,14551.7,527.25,6186.96,1139.8
50138.4,33079,99334.1,10113.5,8247,80368.3,150.22,12.76,2487,39904,5752.5,1779.96,247.5,1392.3,1140.1
170678,95579,117029,42263.5,30891,89663.1,699.48,291.74,5127,67672,10838.9,15218.6,747.75,5697.9,1140.5
95948.7,51014,123262,48596.3,26674,119398,1402.44,392.08,3247.5,17798.8,4512.3,17601.5,750.75,10468.4,1140.7
151235,77857,127302,37166.2,26337,92483,499.38,266.8,2782.5,20138,4618.38,19032,634.5,6041.1,1141.2
137540,81358,110792,30716.4,22958,87683.2,575.94,320.16,5129.25,76323,12143,15399.5,533.25,6812.52,1141.2
100215,51216,128235,42413.3,26404,105272,608.42,424.56,4791,50169.6,9494.94,27111.2,675,2792.4,1141.8
116315,68461,111346,19026.5,15401,80963.8,205.32,103.82,2299.5,24050.5,4258.02,3825.9,429.75,2267.46,1142
65860,41276,104569,10396.6,8236,82728.6,85.26,72.5,1314,14137.5,2358.72,3655.08,246.75,741.78,1142
74375,32993,147736,47800.7,27829,112569,746.46,671.06,6069.75,59755.8,11852.9,43928,1101.75,4114.5,1142
115560,65393,115813,23801.7,17221,90579.4,635.1,267.38,4350,58659.9,9172.02,15905,426.75,7488,1142.1
142960,77694,120589,34525.1,22090,102428,332.34,381.64,3844.5,47120.6,8416.2,33773.2,534.75,4000.62,1142.7
176725,107534,107704,32623.5,23502,90971.6,846.8,407.16,3178.5,27456,6151.86,38459.5,642.75,6270.42,1142.9
120117,58235,135176,51659.4,32095,105485,1720.86,594.5,6339.75,79681.7,13461.2,26385.1,873.75,16810.6,1143.2
56876.6,38923,95765,9482.46,7979,77884.8,361.34,258.1,2891.25,49684.4,7402.98,12431.6,164.25,5390.58,1143.2
45954.4,35691,84381.7,6739.98,6027,73288.8,162.98,77.72,780,7523.88,1774.5,8850.66,169.5,574.08,1143.5
145711,78234,122061,32788.9,23326,92122.6,243.6,209.38,6728.25,97906.4,15352.7,15176.5,648,2399.28,1143.6
93830.5,46242,132980,47580,26386,118176,1744.06,607.84,7694.25,101685,15926,33870.7,867,19308.1,1143.8
96987.7,58782,108132,14830.9,11166,87046.3,280.72,113.1,3428.25,49450.4,7654.14,4456.14,389.25,3187.86,1144.1
97626.9,58545,109285,25474.8,18849,88573.2,1142.6,417.6,2376.75,12531.5,3878.16,27746.2,580.5,14171.8,1144.7
81162.1,49726,106967,24868.7,17358,93893.2,636.84,297.54,4014,53071.2,8873.28,20249.6,421.5,7965.36,1145.3
95617.5,66786,93827.9,16499.3,13298,81313,514.46,124.12,2168.25,27142.4,4352.4,10480.1,261,4582.5,1146
90032.7,59232,99614.8,19620.1,15364,83690.7,852.02,182.12,1268.25,11307.7,2291.64,8462.22,259.5,8120.58,1146.7
136651,78518,114057,20818.2,15526,87874.6,519.68,359.02,5904,93058.7,14316.1,20649.7,468,5520.84,1147.7
