"FSC-A","SSC-A","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
223506,177855,5369.06,11207.9,3647.25,3989.7,3931.98,19822.9,1176,6919.38,313.1
118383,165771,6578.94,15055.6,3992.25,4688.58,4495.14,35711.5,1412.25,6530.94,313.5
244856,132597,3322.82,8912.86,2396.25,2472.6,2514.72,13420.7,900.75,3072.42,316.6
115788,80534.2,3024.7,7805.64,1268.25,1336.92,1179.36,8687.64,457.5,1512.42,319.2
180690,220310,5664.86,9374.54,6165,6682.26,6846.84,31916.8,2049.75,13021.3,323
163547,83056.7,3365.16,7641.5,2106,2168.4,1979.64,12060.4,686.25,2947.62,323.2
119275,82342.3,4029.26,9786.92,1584,1756.56,1960.92,21579.5,596.25,2393.82,323.9
150806,118377,4397.56,10958.5,1660.5,1871.22,1407.12,12734.3,591,2747.16,327
126296,74200.6,582.9,395.56,1917,17394.8,3282.24,7501.26,396,1287,327.7
145996,166315,5969.94,13494.9,4359,4482.66,4722.12,31977.7,1447.5,7328.1,329.6
110658,107110,319.58,205.32,1158,3889.86,1550.64,11820.9,366,1152.84,330.5
183117,64097.3,3288.02,7758.66,1308,1256.58,1059.24,9757.02,466.5,2574.78,332
262143,162861,7234.34,18625.5,3516,3349.32,3504.54,19959.4,1203,4001.4,333.4
43007.3,99562.3,2327.54,3482.32,2543.25,2604.42,2703.48,11489.4,714,5438.16,335.6
160260,141930,7360.2,17824.6,2999.25,3182.4,3616.86,58254.3,979.5,6312.54,336.4
215157,193360,7632.22,19230.5,3777.75,3807.18,3705.78,32065,1282.5,6048.12,338.3
262143,262143,2333.34,708.18,5343,14847.3,6563.7,28833.5,2139.75,15788,348
170472,166694,5348.18,10440,3202.5,3722.16,3873.48,47593.3,1087.5,4066.14,349.4
223540,231702,6936.22,13301.1,6301.5,6006.78,5844.54,18892.4,2163,7839.78,355
200325,111921,6110.3,17177.9,1677,1638.78,1804.14,23083.3,566.25,2786.16,359.8
214263,206779,6143.94,17008.5,1773.75,1510.86,1592.76,21517.9,573,2446.86,359.8
128317,122864,5437.5,13183.4,2182.5,2343.9,2399.28,17573.4,734.25,4527.12,360.3
239708,227627,10491,26023.4,4081.5,3768.96,3895.32,32291.2,1383.75,5286.06,360.8
199506,132625,5263.5,12088.4,2334.75,2252.64,2201.16,28345.2,881.25,3137.16,361.5
111381,146254,6732.64,15051.6,3485.25,3582.54,3758.82,39456.3,1188.75,6847.62,362.4
262143,262143,843.9,626.98,14589,195667,31794.4,38241.1,1719.75,6635.46,362.8
262143,238339,9911.62,20947.3,5844,6071.52,5339.88,23963.9,1830.75,8341.32,369.1
102558,101148,3225.96,8716.82,1407.75,1321.32,1293.24,12476.9,429,1893.06,369.2
214222,199320,6541.82,15792.2,4305.75,4119.96,4014.66,33612.5,1448.25,4902.3,369.3
247002,164253,10482.3,23900.1,3411.75,3687.84,3807.96,31455.8,1122.75,4306.38,371
154897,155738,2229.52,6425.82,2385,2577.12,2274.48,6764.16,982.5,2832.96,372.4
163522,139636,571.88,266.8,1947.75,14948.7,3585.66,23225.3,396,1835.34,375.5
98365.4,105068,1198.28,2107.14,2080.5,2570.1,1966.38,3715.14,791.25,2347.8,383.6
257579,245971,11022.3,25473.6,6729,7103.46,7069.14,50458.2,2263.5,10260.9,388
