"FSC-A","SSC-A","APC-A :: CD90-2","APC-Cy7-A :: TER119-CD45","AmCyan-A :: Live_dead","FITC-A :: GFP","PE-A","PE-Cy7-A :: CD29","Pacific Blue-A :: CD31","PerCP-Cy5-5-A :: CD105","Time"
168502,66931.8,3469.56,7711.1,1786.5,2067.78,2089.62,15252.1,688.5,2680.86,229.1
132206,58904,2797.34,7632.22,1419.75,1543.62,1443.78,15647.6,600,2999.1,230.3
127647,71172.7,1120.56,319.58,605.25,1713.66,1063.14,17050,147.75,11121.2,230.5
262143,262143,1948.22,765.02,5762.25,12551,6832.8,21550.6,2097.75,6669.78,230.8
100606,80677,3418.52,9793.88,1542.75,1483.56,1611.48,20696.5,502.5,4043.52,231
262143,125313,3779.86,1675.04,1507.5,2551.38,3897.66,79287.8,485.25,43066.1,232.4
164016,102786,6043.6,15266.2,1224.75,1354.86,1960.92,32763.1,402.75,3474.12,233.2
262143,50421.5,2054.36,615.96,726,1333.02,936,17383.9,273.75,22665.2,234.9
97299.2,173472,5335.42,9545.64,4267.5,4662.84,5197.14,49849,1326,11414.5,235.7
102205,55005.6,3658.64,7841.02,1510.5,1550.64,1572.48,13432.4,594,2900.04,237.5
207337,46622.2,1451.16,717.46,545.25,1515.54,1981.2,38534.3,197.25,10094.8,238.1
111788,58638.8,3155.2,7528.98,825,688.74,964.08,20149,262.5,1902.42,238.7
134085,69215.6,3318.76,8262.1,1119.75,1183.26,1230.06,15997,367.5,1632.54,239.4
104978,94319.2,4728.16,11344.2,1519.5,1423.5,2183.22,37712.2,447,3416.4,239.6
213941,100051,2921.46,951.2,1413.75,2503.02,2168.4,35682.7,459.75,30909.1,240.2
262143,219990,10074,22488.3,5375.25,6329.7,5884.32,19784.7,1694.25,9111.18,241.1
262143,109994,5240.3,1487.12,1584,3618.42,2572.44,46813.3,485.25,69261.7,241.6
70830.8,68657.2,2311.88,5428.22,1195.5,1045.98,1218.36,9264.06,357,1750.32,242.2
203985,82471.7,741.24,423.98,1184.25,4591.86,1906.32,22266.7,389.25,6227.52,245.7
98837.3,76837.8,4392.34,10229.5,1938,1872.78,2070.9,26949,711.75,4622.28,245.9
262143,218263,7757.5,18201,4001.25,4428.06,4037.28,38475.1,1269,5569.2,246
168936,143504,8385.64,17858.2,3165,3047.46,3364.92,39705.9,975.75,7133.1,246.6
262143,57748.9,2830.4,533.02,1617.75,13160.2,3269.76,27629.2,324,27981.7,247.2
106035,88376.3,4423.08,9344.38,2245.5,2366.52,2342.34,18581.9,711,3802.5,248.9
96619.8,51926.2,3350.08,8264.42,788.25,966.42,934.44,6562.14,281.25,1163.76,249.4
162955,182702,4233.42,9496.34,1744.5,1739.4,2028,31995.6,574.5,3736.2,250.3
262143,79307.3,1005.14,622.92,1250.25,6414.72,2531.1,32302.9,338.25,15762.2,251.8
143884,72933.1,3272.94,9052.06,918,996.84,1158.3,17477.5,350.25,1854.84,254.1
